,,
id,kavaler_id,failinimi
F-1465,VRK-2150,"2150, rataj, maciej.png"
F-1466,VRK-2151,"2151, ratassepp, jüri-robert.png"
F-1467,VRK-2152,"2152, ratassepp, leo-aleksander.png"
F-1468,VRK-2153,"2153, ratiste, august.png"
F-1469,VRK-2154,"2154, ratnieks, edgars.png"
F-1470,VRK-2156,"2156, rätsnik, oskar.png"
F-1471,VRK-2157,"2157, raud, hugo-gottfried.png"
F-1472,VRK-2158,"2158, raud, johannes-aleksander.png"
F-1473,VRK-2159,"2159, raudjas, mihkel.png"
F-1474,VRK-2160,"2160, raudkivi, jaan.png"
F-1475,VRK-2161,"2161, raudkivi, villem.png"
F-1476,VRK-2163,"2163, raudmäe, johannes.png"
F-1477,VRK-2164,"2164, raudne, osvald.png"
F-1478,VRK-2165,"2165, raudsepp, hans.png"
F-1479,VRK-2167,"2167, raudsepp, jaan, jaani p.png"
F-1480,VRK-2166,"2166, raudsepp, jaan, tõnise p.png"
F-1481,VRK-2168,"2168, raudsepp, peeter.png"
F-1482,VRK-2169,"2169, raudsepp, rudolf.png"
F-1483,VRK-2170,"2170, raudsoo, august.png"
F-1484,VRK-2171,"2171, raudvere, oskar-aleksander.png"
F-1485,VRK-2172,"2172, raun, johannes-julius.png"
F-1486,VRK-2173,"2173, raun, otto-friedrich.png"
F-1487,VRK-2174,"2174, raus, paul-vilhelm.png"
F-1488,VRK-2175,"2175, rautanen, lauri kustaa waldemar.png"
F-1489,VRK-2177,"2177, rautsma, juhan.png"
F-1490,VRK-2178,"2178, razumov, georgi.png"
F-1491,VRK-2180,"2180, rebane, august.png"
F-1492,VRK-2181,"2181, rebane, hans.png"
F-1493,VRK-2182,"2182, rebane, richard.png"
F-1494,VRK-2183,"2183, rebase, daniel.png"
F-1495,VRK-2184,"2184, rebast, arnold-johannes.png"
F-1496,VRK-2185,"2185, rebina, hermann.png"
F-1497,VRK-2186,"2186, reder, georg-august.png"
F-1498,VRK-2187,"2187, reeben, august.png"
F-1499,VRK-2188,"2188, reek, nikolai.png"
F-1500,VRK-2189,"2189, rehe, arthur.png"
F-1501,VRK-2190,"2190, rehe, friedrich.png"
F-1502,VRK-2192,"2192, rei, august.png"
F-1503,VRK-2193,"2193, rei, elmar.png"
F-1504,VRK-2194,"2194, reidak, otto.png"
F-1505,VRK-2195,"2195, reijonen, emil erkki.png"
F-1506,VRK-2199,"2199, reimann, gustav-oskar.png"
F-1507,VRK-2200,"2200, reimann, rudolf-johannes.png"
F-1508,VRK-2201,"2201, reimets, eduard-julius.png"
F-1509,VRK-2202,"2202, reinap, kristjan.png"
F-1510,VRK-2203,"2203, reinart, martin.png"
F-1511,VRK-2204,"2204, reinartz, valdemar-friedrich.png"
F-1512,VRK-2205,"2205, reinberg, hugo.png"
F-1513,VRK-2206,"2206, reinberg, richard-heinrich.png"
F-1514,VRK-2212,"2212, reinvaldt, edvin-leopold-rudolf.png"
F-1515,VRK-2213,"2213, reinvaldt, ivar-gottfried-constantin.png"
F-1516,VRK-2214,"2214, reisberg, arthur-eduard.png"
F-1517,VRK-2216,"2216, reisma, hendrik.png"
F-1518,VRK-2217,"2217, reismann, eduard-martin.png"
F-1519,VRK-2218,"2218, reitel, konstantin-aleksander.png"
F-1520,VRK-2219,"2219, rekk, karl.png"
F-1521,VRK-2220,"2220, rekola, eero rauno arvi.png"
F-1522,VRK-2221,"2221, relander, lauri kristian.png"
F-1523,VRK-2222,"2222, remma, mihkel.png"
F-1524,VRK-2223,"2223, remmel, johannes.png"
F-1525,VRK-2224,"2224, rennit, nikolai.png"
F-1526,VRK-2225,"2225, rennu, victor.png"
F-1527,VRK-2226,"2226, renter, julius-august.png"
F-1528,VRK-2227,"2227, repnau, gustav-rudolf.png"
F-1529,VRK-2228,"2228, reponen, sulo helmuth kalervo.png"
F-1530,VRK-2230,"2230, ressar, edgar-osvald.png"
F-1531,VRK-2233,"2233, reynald, georges.png"
F-1532,VRK-2235,"2235, riben, carl fredrik wilhelm.png"
F-1533,VRK-2236,"2236, riberg, hans.png"
F-1534,VRK-2237,"2237, rieberg, voldemar-viktor.png"
F-1535,VRK-2238,"2238, rihtniemi, elja.png"
F-1536,VRK-2240,"2240, riidolin, hendrik.png"
F-1537,VRK-2244,"2244, riikonen, yrjö armas.png"
F-1538,VRK-2246,"2246, riis, jaan, andruse p.png"
F-1539,VRK-2247,"2247, riis, jaan, jaani p.png"
F-1540,VRK-2248,"2248, riis, jaan, magnuse p.png"
F-1541,VRK-2249,"2249, riisenberg, jaan.png"
F-1542,VRK-2250,"2250, riit, hugo.png"
F-1543,VRK-2251,"2251, riive, volli.png"
F-1544,VRK-2252,"2252, riives, rudolf.png"
F-1545,VRK-2253,"2253, rikma, johannes.png"
F-1546,VRK-2255,"2255, rink, jaan.png"
F-1547,VRK-2257,"2257, riomar, friedrich.png"
F-1548,VRK-2258,"2258, rist, august.png"
F-1549,VRK-2259,"2259, ristoja, jaan.png"
F-1550,VRK-2260,"2260, ristoja, karl.png"
F-1551,VRK-2261,"2261, ritavuori, heikki.png"
F-1552,VRK-2264,"2264, roden, johannes.png"
F-1553,VRK-2266,"2266, roger, paul-nikolai.png"
F-1554,VRK-2268,"2268, rohi, jaan.png"
F-1555,VRK-2271,"2271, rokk, rudolf-georg.png"
F-1556,VRK-2274,"2274, roo, aleksander.png"
F-1557,VRK-2275,"2275, roomere, arnold.png"
F-1558,VRK-2277,"2277, roos, christoph.png"
F-1559,VRK-2278,"2278, roos, jüri.png"
F-1560,VRK-2287,"2287, roossaar, aleksander-osvald.png"
F-1561,VRK-2279,"2279, roosaar, ants.png"
F-1562,VRK-2280,"2280, roosi, mihkel.png"
F-1563,VRK-2281,"2281, roosileht, jaan.png"
F-1564,VRK-2282,"2282, roosileht, martin.png"
F-1565,VRK-2283,"2283, roosipuu, rudolf-august.png"
F-1566,VRK-2284,"2284, roosmaa, karel.png"
F-1567,VRK-2285,"2285, roosmäe, august.png"
F-1568,VRK-2286,"2286, roosmann, georg-eduard.png"
F-1569,VRK-2288,"2288, roosson, jaak.png"
F-1570,VRK-2289,"2289, roostalu, august.png"
F-1571,VRK-2290,"2290, rootsi, johannes.png"
F-1572,VRK-2291,"2291, rosalk, aleksander.png"
F-1573,VRK-2292,"2292, rosblom, edvard nikolai.png"
F-1574,VRK-2293,"2293, rose, august-voldemar.png"
F-1575,VRK-2294,"2294, rosenberg, karl.png"
F-1576,VRK-2299,"2299, rossländer, herman.png"
F-1577,VRK-2301,"2301, rotberg, tõnis.png"
F-1578,VRK-2306,"2306, rozenšteins, hugo pēteris.png"
F-1579,VRK-2307,"2307, rozwadowski, tadeusz.png"
F-1580,VRK-2308,"2308, rubis, johannes.png"
F-1581,VRK-2310,"2310, rudissaar, samuel.png"
F-1582,VRK-2311,"2311, ruiso, jaan.png"
F-1583,VRK-2313,"2313, rünk, rudolf-johannes.png"
F-1584,VRK-2315,"2315, rusi, johannes.png"
F-1585,VRK-2316,"2316, rusi, voldemar-heinrich.png"
F-1586,VRK-2317,"2317, ruškevics, jēkabs rūdolfs.png"
F-1587,VRK-2319,"2319, ruus, juhan.png"
F-1588,VRK-2320,"2320, ruus, peeter.png"
F-1589,VRK-2322,"2322, ruusmaa, august.png"
F-1590,VRK-2323,"2323, ruusmann, peet.png"
F-1591,VRK-2324,"2324, rüütel, alfred.png"
F-1592,VRK-2326,"2326, ruutu, yrjö oskar.png"
F-1593,VRK-2328,"2328, ryan, edward william.png"
F-1594,VRK-2329,"2329, rybak, józef artur.png"
F-1595,VRK-2330,"2330, rydz-śmigły, edward.png"
F-1596,VRK-2331,"2331, rytkönen, ilmari elis.png"
F-1597,VRK-2269,"2269, rõikla, johannes.png"
F-1598,VRK-2303,"2303, rõuk, hans.png"
F-1599,VRK-2304,"2304, rõuk, teodor.png"
F-1600,VRK-2332,"2332, saal, anton.png"
F-1601,VRK-2333,"2333, saal, elmar-gerhard.png"
F-1602,VRK-2334,"2334, saal, johannes.png"
F-1603,VRK-2335,"2335, saaliste, jüri.png"
F-1604,VRK-2336,"2336, saar, alfred.png"
F-1605,VRK-2337,"2337, saar, august, ferdinandi p.png"
F-1606,VRK-2338,"2338, saar, august, mihkli p.png"
F-1607,VRK-2339,"2339, saar, eduard, hansu p.png"
F-1608,VRK-2340,"2340, saar, eduard, jaani p.png"
F-1609,VRK-2341,"2341, saar, ernst.png"
F-1610,VRK-2342,"2342, saar, johannes.png"
F-1611,VRK-2343,"2343, saar, julius.png"
F-1612,VRK-2346,"2346, saaremaa, johannes.png"
F-1613,VRK-2347,"2347, saarepera, tõnis.png"
F-1614,VRK-2348,"2348, saarepere, johannes.png"
F-1615,VRK-2349,"2349, saarepere, voldemar-heinrich.png"
F-1616,VRK-2350,"2350, saareste, ernst-julius.png"
F-1617,VRK-2354,"2354, saario, hugo.png"
F-1618,VRK-2355,"2355, saarnak, andrei.png"
F-1619,VRK-2356,"2356, saarnok, leo.png"
F-1620,VRK-2358,"2358, saarup, august.png"
F-1621,VRK-2359,"2359, sabbe, rudolf.png"
F-1622,VRK-2360,"2360, sabolotny, reinhold.png"
F-1623,VRK-2363,"2363, sae, august.png"
F-1624,VRK-2364,"2364, saemets, harry-reinhold.png"
F-1625,VRK-2366,"2366, sahlström, aleksander.png"
F-1626,VRK-2368,"2368, sainio, johan emil.png"
F-1627,VRK-2369,"2369, säkk, eduard.png"
F-1628,VRK-2370,"2370, saks, jüri.png"
F-1629,VRK-2371,"2371, saks, karl.png"
F-1630,VRK-2376,"2376, salla, richard-alexander.png"
F-1631,VRK-2378,"2378, salminen, aarne antero johannes.png"
F-1632,VRK-2385,"2385, salu, jüri.png"
F-1633,VRK-2386,"2386, salumets, jüri.png"
F-1634,VRK-2387,"2387, salza, hermann-alexander-eduard von.png"
F-1635,VRK-2388,"2388, samajev, herman.png"
F-1636,VRK-2389,"2389, samma, johannes.png"
F-1637,VRK-2390,"2390, sammalisto, lauri emil.png"
F-1638,VRK-2391,"2391, sammel, juhan.png"
F-1639,VRK-2392,"2392, sampka, alfred.png"
F-1640,VRK-2393,"2393, samuelsen, jens emanuel.png"
F-1641,VRK-2395,"2395, sander, eduard.png"
F-1642,VRK-2396,"2396, sanders, miķelis.png"
F-1643,VRK-2399,"2399, sangernebo, elmar.png"
F-1644,VRK-2401,"2401, santpank, johannes.png"
F-1645,VRK-2402,"2402, saral, karl.png"
F-1646,VRK-2403,"2403, sarapuu, august.png"
F-1647,VRK-2404,"2404, sarapuu, reinhold.png"
F-1648,VRK-2406,"2406, saretok, andres.png"
F-1649,VRK-2407,"2407, särgava, otto.png"
F-1650,VRK-2408,"2408, sarmiste, henn.png"
F-1651,VRK-2409,"2409, sarmo, voldemar-johann.png"
F-1652,VRK-2410,"2410, sarnet, august.png"
F-1653,VRK-2411,"2411, sarnits, edgar-alexander.png"
F-1654,VRK-2412,"2412, sarv, jaan.png"
F-1655,VRK-2413,"2413, sarva, väinö gunnar.png"
F-1656,VRK-2416,"2416, saueselg, artur-aleksander.png"
F-1657,VRK-2417,"2417, sauga, andres.png"
F-1658,VRK-2418,"2418, saulep, eduard.png"
F-1659,VRK-2420,"2420, savi, johannes.png"
F-1660,VRK-2421,"2421, saviauk, aleksander.png"
F-1661,VRK-2422,"2422, saviauk, johannes.png"
F-1662,VRK-2424,"2424, savvi, vitali.png"
F-1663,VRK-2427,"2427, schanzer, carlo.png"
F-1664,VRK-2428,"2428, scheler, jaan.png"
F-1665,VRK-2430,"2430, schilling, gustav-otto.png"
F-1666,VRK-2431,"2431, schmidt, johan.png"
F-1667,VRK-2433,"2433, schönberg, august.png"
F-1668,VRK-2436,"2436, schvartz, august-voldemar.png"
F-1669,VRK-2437,"2437, schvede, jüri.png"
F-1670,VRK-2438,"2438, schvindt, ludvig august.png"
F-1671,VRK-2441,"2441, seeberg, august-karl.png"
F-1672,VRK-2442,"2442, seer, johannes.png"
F-1673,VRK-2443,"2443, seim, paul.png"
F-1674,VRK-2444,"2444, seiman, aleksander.png"
F-1675,VRK-2445,"2445, seitam, jüri.png"
F-1676,VRK-2446,"2446, seiton, voldemar.png"
F-1677,VRK-2447,"2447, selgvee, leopold-eduard.png"
F-1678,VRK-2448,"2448, seljamaa, julius-friedrich.png"
F-1679,VRK-2450,"2450, selter, aleksander-arthur.png"
F-1680,VRK-2451,"2451, selter, priidik.png"
F-1681,VRK-2452,"2452, selvet, aleksander-oskar.png"
F-1682,VRK-2454,"2454, sempelson, juhan.png"
F-1683,VRK-2455,"2455, sengbusch, johannes.png"
F-1684,VRK-2456,"2456, sepik, edmund-friedrich-johannes.png"
F-1685,VRK-2457,"2457, sepling, boris-aleksander.png"
F-1686,VRK-2458,"2458, sepp, aleksander-paul.png"
F-1687,VRK-2459,"2459, sepp, artur.png"
F-1688,VRK-2460,"2460, sepp, heinrich.png"
F-1689,VRK-2461,"2461, sepp, johannes, jaani p.png"
F-1690,VRK-2462,"2462, sepp, johannes, jakobi p.png"
F-1691,VRK-2463,"2463, sepp, jüri.png"
F-1692,VRK-2464,"2464, sepp, martin-johannes.png"
F-1693,VRK-2465,"2465, sepp, riidu.png"
F-1694,VRK-2468,"2468, sepre, konstantin.png"
F-1695,VRK-2471,"2471, serka, paul-eduard.png"
F-1696,VRK-2473,"2473, seskis, jānis.png"
F-1697,VRK-2474,"2474, setälä, emil nestor.png"
F-1698,VRK-2476,"2476, sforza, carlo.png"
F-1699,VRK-2479,"2479, sieger, georg-alexander-friedrich.png"
F-1700,VRK-2481,"2481, sihver, edmund.png"
F-1701,VRK-2483,"2483, sihvre, elmar.png"
F-1702,VRK-2485,"2485, siider, august.png"
F-1703,VRK-2486,"2486, siig, anton.png"
F-1704,VRK-2487,"2487, siilak, paul.png"
F-1705,VRK-2490,"2490, siipan, hugo.png"
F-1706,VRK-2491,"2491, sikorski, władysław eugeniusz.png"
F-1707,VRK-2492,"2492, silbermann, hans.png"
F-1708,VRK-2493,"2493, silbermann, voldemar.png"
F-1709,VRK-2494,"2494, sild, jaan.png"
F-1710,VRK-2495,"2495, sild, karla-johannes.png"
F-1711,VRK-2496,"2496, sildam, joosep.png"
F-1712,VRK-2497,"2497, sildam, roman.png"
F-1713,VRK-2501,"2501, siliksaar, jaan.png"
F-1714,VRK-2502,"2502, sillajõe, august.png"
F-1715,VRK-2504,"2504, sillaste, eduard.png"
F-1716,VRK-2505,"2505, silm, johannes.png"
F-1717,VRK-2510,"2510, silver, mihkel.png"
F-1718,VRK-2513,"2513, simmo, anton.png"
F-1719,VRK-2514,"2514, simmo, gustav.png"
F-1720,VRK-2515,"2515, simola, yrjö viktor.png"
F-1721,VRK-2516,"2516, simon, aleksander.png"
F-1722,VRK-2517,"2517, simon, martin.png"
F-1723,VRK-2518,"2518, simonsson, anton.png"
F-1724,VRK-2519,"2519, simpson, james young.png"
F-1725,VRK-2520,"2520, simson, arthur-friedrich.png"
F-1726,VRK-2523,"2523, sing, johan.png"
F-1727,VRK-2524,"2524, sinivee, enno.png"
F-1728,VRK-2525,"2525, sinka, arnold.png"
F-1729,VRK-2526,"2526, sipelgas, jaan.png"
F-1730,VRK-2529,"2529, sirk, arthur-johannes.png"
F-1731,VRK-2530,"2530, sirk, juhan.png"
F-1732,VRK-2531,"2531, sirks, augusts leopolds.png"
F-1733,VRK-2532,"2532, sirola, bruno jalmar ferdinand.png"
F-1734,VRK-2533,"2533, sirtse, eduard.png"
F-1735,VRK-2534,"2534, sisask, johann.png"
F-1736,VRK-2535,"2535, sisask, peeter.png"
F-1737,VRK-2538,"2538, skaistlauks, voldemārs johans.png"
F-1738,VRK-2539,"2539, sklave, karl-friedrich.png"
F-1739,VRK-2541,"2541, skov, sigrid.png"
F-1740,VRK-2543,"2543, skrzyński, aleksander józef.png"
F-1741,VRK-2544,"2544, skujenieks, teodors.png"
F-1742,VRK-2549,"2549, snellman, aarne.png"
F-1743,VRK-2556,"2556, söderholm, johannes.png"
F-1744,VRK-2557,"2557, sokolov, vladimir.png"
F-1745,VRK-2558,"2558, soltna, reinhold-frants-stefan.png"
F-1746,VRK-2559,"2559, sommer, august.png"
F-1747,VRK-2561,"2561, soo, johannes.png"
F-1748,VRK-2562,"2562, soo, karl-mihkel.png"
F-1749,VRK-2563,"2563, sooaru, august-eduard-robert.png"
F-1750,VRK-2554,"2554, söde, karl.png"
F-1751,VRK-2564,"2564, soodla, johannes.png"
F-1752,VRK-2565,"2565, soomann, karla-julius.png"
F-1753,VRK-2566,"2566, soonpää, eduard.png"
F-1754,VRK-2567,"2567, soonpää, karl-johannes.png"
F-1755,VRK-2568,"2568, sööt, johannes-robert.png"
F-1756,VRK-2569,"2569, soots, jaan.png"
F-1757,VRK-2570,"2570, soovere, august.png"
F-1758,VRK-2571,"2571, soovik, edgar-jaan.png"
F-1759,VRK-2572,"2572, soovik, kristjan.png"
F-1760,VRK-2574,"2574, sork, jaan.png"
F-1761,VRK-2578,"2578, sosnkowski, kazimierz.png"
F-1762,VRK-2582,"2582, stahl, johann.png"
F-1763,VRK-2583,"2583, ståhlberg, kaarlo juho.png"
F-1764,VRK-2584,"2584, stamm, anton.png"
F-1765,VRK-2585,"2585, stamm, karl.png"
F-1766,VRK-2586,"2586, stamm, leonhard-johann-gottfried.png"
F-1767,VRK-2587,"2587, stankiewicz, jan.png"
F-1768,VRK-2589,"2589, steele, gordon charles.png"
F-1769,VRK-2591,"2591, stein, august-eduard.png"
F-1770,VRK-2592,"2592, steinberg, august.png"
F-1771,VRK-2593,"2593, steinmann, nikolai.png"
F-1772,VRK-2599,"2599, stern, alfred-johannes.png"
F-1773,VRK-2600,"2600, stern, karl-johannes.png"
F-1774,VRK-2601,"2601, sternbeck, otto.png"
F-1775,VRK-2602,"2602, stockeby, hermann-hans-joachim.png"
F-1776,VRK-2603,"2603, strandman, otto-august.png"
F-1777,VRK-2604,"2604, stranieri, augusto.png"
F-1778,VRK-2605,"2605, stulginskis, aleksandras.png"
F-1779,VRK-2606,"2606, sturm, hugo.png"
F-1780,VRK-2607,"2607, subbi, johannes.png"
F-1781,VRK-2608,"2608, suimets, karl-august.png"
F-1782,VRK-2609,"2609, suits, nikolai.png"
F-1783,VRK-2610,"2610, sulg, edgar.png"
F-1784,VRK-2611,"2611, sulg, oskar.png"
F-1785,VRK-2612,"2612, summataavet, august-voldemar.png"
F-1786,VRK-2617,"2617, sups, rudolf.png"
F-1787,VRK-2618,"2618, susi, arnold.png"
F-1788,VRK-2619,"2619, susi, edgar-theodor.png"
F-1789,VRK-2620,"2620, sütt, johan.png"
F-1790,VRK-2621,"2621, sütt, richard.png"
F-1791,VRK-2623,"2623, suur, arnold.png"
F-1792,VRK-2624,"2624, suur, jaan.png"
F-1793,VRK-2625,"2625, suuresaar, edgar-valentin.png"
F-1794,VRK-2627,"2627, suuressaar, joosep.png"
F-1795,VRK-2628,"2628, suurevälja, georgi.png"
F-1796,VRK-2629,"2629, suurkivi, juhan.png"
F-1797,VRK-2630,"2630, suurmann, mihkel-adolf.png"
F-1798,VRK-2631,"2631, suursepp, eduard.png"
F-1799,VRK-2632,"2632, suusik, johannes-andreas.png"
F-1800,VRK-2633,"2633, svinhufvud, gustaf alku.png"
F-1801,VRK-2634,"2634, swatridge, charles john.png"
F-1802,VRK-2635,"2635, swett, trevor washington hitchcock.png"
F-1803,VRK-2637,"2637, szeptycki, stanisław maria jan teofil.png"
F-1804,VRK-2638,"2638, szumlakowski, marian.png"
F-1805,VRK-2551,"2551, sõber, arnold.png"
F-1806,VRK-2552,"2552, sõber, hans.png"
F-1807,VRK-2553,"2553, sõber, karl.png"
F-1808,VRK-2579,"2579, sõster, aleksander-eduard.png"
F-1809,VRK-2580,"2580, sõster, mart.png"
F-1810,VRK-2639,"2639, taalder, richard.png"
F-1811,VRK-2640,"2640, taarma, heinrich-aleksander.png"
F-1812,VRK-2641,"2641, tabur, jakob.png"
F-1813,VRK-2642,"2642, taeker, julius-alexander.png"
F-1814,VRK-2643,"2643, tähiste, juhan.png"
F-1815,VRK-2644,"2644, tähnas, tõnis.png"
F-1816,VRK-2645,"2645, täht, rein.png"
F-1817,VRK-2646,"2646, taimre, julius-johannes.png"
F-1818,VRK-2648,"2648, takel, aleksander.png"
F-1819,VRK-2649,"2649, takel, jüri.png"
F-1820,VRK-2651,"2651, taklaja, jaan.png"
F-1821,VRK-2660,"2660, talšin, leo.png"
F-1822,VRK-2652,"2652, talikowski, michał.png"
F-1823,VRK-2653,"2653, taliste, valter-andreas-georg.png"
F-1824,VRK-2655,"2655, tallents, stephen george.png"
F-1825,VRK-2656,"2656, tallo, karl.png"
F-1826,VRK-2657,"2657, talman, jaan.png"
F-1827,VRK-2659,"2659, talpsepp, aleksander-voldemar.png"
F-1828,VRK-2661,"2661, talts, aleksander.png"
F-1829,VRK-2662,"2662, talussaar, ado.png"
F-1830,VRK-2664,"2664, talvis, johannes-eduard.png"
F-1831,VRK-2665,"2665, tambek, johannes.png"
F-1832,VRK-2666,"2666, tamberg, villem.png"
F-1833,VRK-2667,"2667, tamlak, villem.png"
F-1834,VRK-2668,"2668, tamm, aleksander.png"
F-1835,VRK-2669,"2669, tamm, eduard.png"
F-1836,VRK-2670,"2670, tamm, johannes.png"
F-1837,VRK-2671,"2671, tamm, johannes-eduard.png"
F-1838,VRK-2672,"2672, tamm, johannes-voldemar.png"
F-1839,VRK-2673,"2673, tamm, joosep.png"
F-1840,VRK-2674,"2674, tamm, julius.png"
F-1841,VRK-2675,"2675, tamm, karl-johannes.png"
F-1842,VRK-2676,"2676, tamm, mart.png"
F-1843,VRK-2677,"2677, tamm, mihkel, jakobi p.png"
F-1844,VRK-2678,"2678, tamm, mihkel, jüri p.png"
F-1845,VRK-2679,"2679, tamm, nikolai.png"
F-1846,VRK-2680,"2680, tamm, villem.png"
F-1847,VRK-2681,"2681, tammann, august.png"
F-1848,VRK-2682,"2682, tamme, anton.png"
F-1849,VRK-2683,"2683, tamme, eugen.png"
F-1850,VRK-2684,"2684, tamme, jaan.png"
F-1851,VRK-2685,"2685, tammekand, kaarel-ruudolf.png"
F-1852,VRK-2686,"2686, tammekand, karl-voldemar.png"
F-1853,VRK-2687,"2687, tammekänd, rudolf.png"
F-1854,VRK-2688,"2688, tammeleht, jüri.png"
F-1855,VRK-2693,"2693, tamminen, johannes arttur.png"
F-1856,VRK-2694,"2694, tammist, hans.png"
F-1857,VRK-2695,"2695, tammiste, johan.png"
F-1858,VRK-2696,"2696, tammiste, robert-otto-paul.png"
F-1859,VRK-2697,"2697, tammpere, jaak.png"
F-1860,VRK-2698,"2698, tammpere, paul-osvald.png"
F-1861,VRK-2699,"2699, tampu, martin.png"
F-1862,VRK-2700,"2700, tamsalu, august.png"
F-1863,VRK-2701,"2701, tamson, aleksander.png"
F-1864,VRK-2702,"2702, tamtik, jaan.png"
F-1865,VRK-2703,"2703, tänav, ernst-alfred.png"
F-1866,VRK-2704,"2704, tanilas, paul.png"
F-1867,VRK-2705,"2705, tanner, felix-johann.png"
F-1868,VRK-2708,"2708, taras, johannes.png"
F-1869,VRK-2709,"2709, tarik, rudolf.png"
F-1870,VRK-2712,"2712, tartov, hans.png"
F-1871,VRK-2714,"2714, tasuja, jaanus.png"
F-1872,VRK-2715,"2715, tauts, hans.png"
F-1873,VRK-2717,"2717, teder, aleksander.png"
F-1874,VRK-2718,"2718, teder, juhan.png"
F-1875,VRK-2719,"2719, teder, nikolai.png"
F-1876,VRK-2720,"2720, tedre, hermann-rudolf.png"
F-1877,VRK-2721,"2721, teearu, osvald-julius.png"
F-1878,VRK-2722,"2722, teets, valter-friedrich.png"
F-1879,VRK-2723,"2723, teiman, ralf-rene.png"
F-1880,VRK-2727,"2727, tenneberg, martin.png"
F-1881,VRK-2728,"2728, tennmann, august-johan-christoph.png"
F-1882,VRK-2729,"2729, tenno, artur.png"
F-1883,VRK-2730,"2730, teose, august-johannes.png"
F-1884,VRK-2731,"2731, tepfers, hugo herberts.png"
F-1885,VRK-2732,"2732, teppan, karl.png"
F-1886,VRK-2733,"2733, teras, voldemar.png"
F-1887,VRK-2735,"2735, terno, albert.png"
F-1888,VRK-2736,"2736, terno, rudolf.png"
F-1889,VRK-2737,"2737, terras, martin.png"
F-1890,VRK-2739,"2739, teslon, edgar-paul-ernst.png"
F-1891,VRK-2740,"2740, tetlov, arnold-engelbert.png"
F-1892,VRK-2745,"2745, thesiger, bertram sackville.png"
F-1893,VRK-2746,"2746, thomas, albert.png"
F-1894,VRK-2749,"2749, thugutt, stanisław august.png"
F-1895,VRK-2753,"2753, tief, otto.png"
F-1896,VRK-2754,"2754, tiido, ernst-august.png"
F-1897,VRK-2755,"2755, tiido, maksimilian.png"
F-1898,VRK-2757,"2757, tiirmann, theodor.png"
F-1899,VRK-2758,"2758, tiisler, kornelius.png"
F-1900,VRK-2759,"2759, tiit, august-jaan-martin.png"
F-1901,VRK-2760,"2760, tiitso, karl.png"
F-1902,VRK-2761,"2761, tiitus, mihkel.png"
F-1903,VRK-2762,"2762, tikkar, uku.png"
F-1904,VRK-2763,"2763, tilgre, aleksander-robert.png"
F-1905,VRK-2764,"2764, tilk, juhan.png"
F-1906,VRK-2765,"2765, tilk, mihkel.png"
F-1907,VRK-2766,"2766, till, hans.png"
F-1908,VRK-2767,"2767, till, oskar.png"
F-1909,VRK-2768,"2768, tilling, hartvig.png"
F-1910,VRK-2769,"2769, timpson, hans.png"
F-1911,VRK-2771,"2771, tisler, august.png"
F-1912,VRK-2772,"2772, tittoni, tommaso.png"
F-1913,VRK-2775,"2775, tohver, mihkel.png"
F-1914,VRK-2776,"2776, toim, johannes.png"
F-1915,VRK-2777,"2777, toimeta, eduard-julius.png"
F-1916,VRK-2784,"2784, tolmoff, oskar.png"
F-1917,VRK-2785,"2785, tomander, august.png"
F-1918,VRK-2786,"2786, tomasberg, august.png"
F-1919,VRK-2787,"2787, tomback, rein.png"
F-1920,VRK-2788,"2788, tomberg, rein.png"
F-1921,VRK-2789,"2789, tomingas, august-reinhold.png"
F-1922,VRK-2790,"2790, tomingas, johannes.png"
F-1923,VRK-2791,"2791, tomiste, aleksander.png"
F-1924,VRK-2792,"2792, tomps, august.png"
F-1925,VRK-2793,"2793, tomson, arthur.png"
F-1926,VRK-2794,"2794, tomson, hans.png"
F-1927,VRK-2795,"2795, tomson, johannes.png"
F-1928,VRK-2799,"2799, tõnisson, jüri, jüri p.png"
F-1929,VRK-2800,"2800, tõnisson, jüri, maria p.png"
F-1930,VRK-2806,"2806, toom, peeter-eduard.png"
F-1931,VRK-2807,"2807, toomara, oskar-eduard.png"
F-1932,VRK-2808,"2808, toomingas, karl-heinrich.png"
F-1933,VRK-2809,"2809, toomsar, juhan.png"
F-1934,VRK-2810,"2810, toost, rein.png"
F-1935,VRK-2811,"2811, tootsi, albert-aleksander.png"
F-1936,VRK-2812,"2812, torma, august-johannes.png"
F-1937,VRK-2814,"2814, tornberg, henrik mikael.png"
F-1938,VRK-2817,"2817, traksmaa, august.png"
F-1939,VRK-2818,"2818, trąmpczyński, wojciech stefan.png"
F-1940,VRK-2819,"2819, trankmann, konstantin-nikolai.png"
F-1941,VRK-2820,"2820, traut, rudolf-aleksander.png"
F-1942,VRK-2822,"2822, treimuth, rodion.png"
F-1943,VRK-2824,"2824, treu, ants.png"
F-1944,VRK-2825,"2825, treufeldt, otto.png"
F-1945,VRK-2826,"2826, treumann, johann-voldemar.png"
F-1946,VRK-2827,"2827, treumuth, jaan.png"
F-1947,VRK-2828,"2828, triik, paul-villiam.png"
F-1948,VRK-2829,"2829, troitski, konstantin.png"
F-1949,VRK-2830,"2830, trossi, verner-ernst-harald.png"
F-1950,VRK-2831,"2831, troupp, anders.png"
F-1951,VRK-2832,"2832, trubok, julius.png"
