,,
id,kavaler_id,failinimi
F-0478,VRK-0772,"0772, kalda, joann.png"
F-0479,VRK-0773,"0773, kalda, karl.png"
F-0480,VRK-0774,"0774, kaldamäe, valdik.png"
F-0481,VRK-0775,"0775, kaldas, august.png"
F-0482,VRK-0776,"0776, kalde, jakob.png"
F-0483,VRK-0777,"0777, kaldmäe, eduard.png"
F-0484,VRK-0778,"0778, kaldveer, juhan.png"
F-0485,VRK-0779,"0779, kalervo, vilho kustaa.png"
F-0486,VRK-0780,"0780, kalev, georg.png"
F-0487,VRK-0783,"0783, kalikorm, heinrich-martin.png"
F-0488,VRK-0785,"0785, kaljund, tõnis.png"
F-0489,VRK-0786,"0786, kaljuste, rudolf.png"
F-0490,VRK-0787,"0787, kaljuver, eduard.png"
F-0491,VRK-0788,"0788, kallas, august.png"
F-0492,VRK-0789,"0789, kallas, oskar-philipp.png"
F-0493,VRK-0790,"0790, kallaste, georg.png"
F-0494,VRK-0791,"0791, kalle, ferdinand-magnus.png"
F-0495,VRK-0794,"0794, kallio, kyösti.png"
F-0496,VRK-0795,"0795, kallio, sulo antero petter.png"
F-0497,VRK-0797,"0797, kallioinen, lauri.png"
F-0498,VRK-0798,"0798, kallmann, jüri.png"
F-0499,VRK-0799,"0799, kallo, hans.png"
F-0500,VRK-0800,"0800, kalm, hans.png"
F-0501,VRK-0801,"0801, kalm, kaarel-johannes.png"
F-0502,VRK-0802,"0802, kalm, teodor.png"
F-0503,VRK-0803,"0803, kalmet, kristjan.png"
F-0504,VRK-0804,"0804, kalnings, ringolds frīdrihs magnuss.png"
F-0505,VRK-0805,"0805, kalniņš, eduards.png"
F-0506,VRK-0806,"0806, kalniņš, jānis.png"
F-0507,VRK-0807,"0807, kalpa, kaarlo ilmari.png"
F-0508,VRK-0808,"0808, kalter, johannes.png"
F-0509,VRK-0809,"0809, kalvi, johannes.png"
F-0510,VRK-0810,"0810, kalvik, aleksander.png"
F-0511,VRK-0813,"0813, kanarik, villem.png"
F-0512,VRK-0814,"0814, kanasaar, peeter-victor.png"
F-0513,VRK-0815,"0815, kanep, konstantin.png"
F-0514,VRK-0817,"0817, kang, karl-august.png"
F-0515,VRK-0819,"0819, kanger, karl.png"
F-0516,VRK-0820,"0820, kangro, august.png"
F-0517,VRK-0821,"0821, kangro, gottfried-roman.png"
F-0518,VRK-0822,"0822, kangro, rené-paul-ferdinand.png"
F-0519,VRK-0823,"0823, kangro, roland.png"
F-0520,VRK-0825,"0825, kann, peeter.png"
F-0521,VRK-0826,"0826, kannelaud, julius.png"
F-0522,VRK-0828,"0828, kapsi, friedrich-johann.png"
F-0523,VRK-0829,"0829, kapstas, aleksander.png"
F-0524,VRK-0830,"0830, kaptein, rudolf.png"
F-0525,VRK-0833,"0833, karineem, willem.png"
F-0526,VRK-0834,"0834, karing, voldemar-nikolai.png"
F-0527,VRK-0838,"0838, karjel, juko.png"
F-0528,VRK-0839,"0839, karjel, lembit.png"
F-0529,VRK-0841,"0841, karklin, alfred-georg.png"
F-0530,VRK-0842,"0842, karlson, august.png"
F-0531,VRK-0843,"0843, karlson, jaan.png"
F-0532,VRK-0844,"0844, karm, jaan.png"
F-0533,VRK-0845,"0845, karm, osvald.png"
F-0534,VRK-0846,"0846, kärmas, johan.png"
F-0535,VRK-0847,"0847, kärmas, villem.png"
F-0536,VRK-0848,"0848, kärme, mihail.png"
F-0537,VRK-0851,"0851, kartna, artur.png"
F-0538,VRK-0852,"0852, karu, eduard.png"
F-0539,VRK-0853,"0853, karu, hans.png"
F-0540,VRK-0854,"0854, karu, julius.png"
F-0541,VRK-0856,"0856, karumets, mart.png"
F-0542,VRK-0857,"0857, karunga, robert-johannes.png"
F-0543,VRK-0858,"0858, kasak, august.png"
F-0544,VRK-0859,"0859, kase, johan-leonhard.png"
F-0545,VRK-0860,"0860, kasekamp, august.png"
F-0546,VRK-0861,"0861, kasemaa, julius.png"
F-0547,VRK-0862,"0862, kasemaa, kaarel.png"
F-0548,VRK-0863,"0863, kasepalu, friedrich-roman.png"
F-0549,VRK-0864,"0864, kask, aleksander.png"
F-0550,VRK-0865,"0865, kask, august.png"
F-0551,VRK-0866,"0866, kask, heinrich.png"
F-0552,VRK-0867,"0867, kask, karl.png"
F-0553,VRK-0868,"0868, kask, otto.png"
F-0554,VRK-0869,"0869, kask, peeter-johann.png"
F-0555,VRK-0870,"0870, kask, rahuleid-julius-max.png"
F-0556,VRK-0871,"0871, kask, rudolf-johannes.png"
F-0557,VRK-0872,"0872, kask, vassili.png"
F-0558,VRK-0873,"0873, kask, voldemar.png"
F-0559,VRK-0874,"0874, kaskla, jüri.png"
F-0560,VRK-0875,"0875, kasparsons, mārtiņš eduards johans.png"
F-0561,VRK-0876,"0876, kasper, julius.png"
F-0562,VRK-0877,"0877, käspre, ants.png"
F-0563,VRK-0878,"0878, kass, peeter.png"
F-0564,VRK-0880,"0880, kaste, rudolf.png"
F-0565,VRK-0881,"0881, kastema, osvald.png"
F-0566,VRK-0884,"0884, kattai, juhan.png"
F-0567,VRK-0886,"0886, kattel, voldemar.png"
F-0568,VRK-0889,"0889, kauler, hugo-eduard.png"
F-0569,VRK-0890,"0890, kaup, jaan.png"
F-0570,VRK-0892,"0892, kauts, gustav.png"
F-0571,VRK-0894,"0894, kedder, johannes.png"
F-0572,VRK-0896,"0896, keek, hans.png"
F-0573,VRK-0897,"0897, keerd, karl-eduard.png"
F-0574,VRK-0898,"0898, keerdoja, karl-robert.png"
F-0575,VRK-0899,"0899, keermaa, oskar.png"
F-0576,VRK-0900,"0900, keerpärg, julius.png"
F-0577,VRK-0905,"0905, keizerlings, arčibalds pēteris teofils aleksandrs gebhards eduards von.png"
F-0578,VRK-0906,"0906, kelk, juhan.png"
F-0579,VRK-0908,"0908, kendra, julius.png"
F-0580,VRK-0909,"0909, keng, august.png"
F-0581,VRK-0911,"0911, kepmann, martin-alexander.png"
F-0582,VRK-0914,"0914, keskküla, kristof.png"
F-0583,VRK-0915,"0915, kesksalu, jakob.png"
F-0584,VRK-0917,"0917, kesküla, aleksander.png"
F-0585,VRK-0918,"0918, kesküla, georg.png"
F-0586,VRK-0919,"0919, kesküla, mihail.png"
F-0587,VRK-0920,"0920, kessler, edmund.png"
F-0588,VRK-0922,"0922, kettunen, hilja armida.png"
F-0589,VRK-0924,"0924, kettunen, lauri einari.png"
F-0590,VRK-0925,"0925, kevend, karl.png"
F-0591,VRK-0926,"0926, kielberg, august-johannes.png"
F-0592,VRK-0928,"0928, kiigemaa, aleksander.png"
F-0593,VRK-0930,"0930, kiili, joosep.png"
F-0594,VRK-0931,"0931, kiisvek, martin.png"
F-0595,VRK-0932,"0932, kikas, oskar.png"
F-0596,VRK-0933,"0933, kikerpill, karl.png"
F-0597,VRK-0934,"0934, kilm, ludolf.png"
F-0598,VRK-0935,"0935, kimmel, karl.png"
F-0599,VRK-0936,"0936, kindlam, theodor-friedrich.png"
F-0600,VRK-0937,"0937, kingo, august-johann.png"
F-0601,VRK-0938,"0938, kink, hans.png"
F-0602,VRK-0939,"0939, kink, johannes-heinrich.png"
F-0603,VRK-0940,"0940, kippar, johannes.png"
F-0604,VRK-0942,"0942, kippus, johannes-ferdinand-osvald.png"
F-0605,VRK-0943,"0943, kirkmann, hans.png"
F-0606,VRK-0944,"0944, kirnmann, evald-ottokar.png"
F-0607,VRK-0945,"0945, kirotar, elmar-juhan.png"
F-0608,VRK-0946,"0946, kirs, august.png"
F-0609,VRK-0948,"0948, kirschbaum, richard-johann.png"
F-0610,VRK-0949,"0949, kirsipuu, robert-heinrich.png"
F-0611,VRK-0950,"0950, kirt, peeter.png"
F-0612,VRK-0951,"0951, kits, johannes.png"
F-0613,VRK-0952,"0952, kitsel, andres.png"
F-0614,VRK-0954,"0954, kitsing, jaak.png"
F-0615,VRK-0955,"0955, kitsing, richard.png"
F-0616,VRK-0956,"0956, kiudorv, artur.png"
F-0617,VRK-0957,"0957, kivekäs, kaarlo edvard.png"
F-0618,VRK-0959,"0959, kivilo, eik.png"
F-0619,VRK-0960,"0960, kivilo, martin-johannes.png"
F-0620,VRK-0961,"0961, kivilo, rudolf.png"
F-0621,VRK-0963,"0963, kivimurd, otto.png"
F-0622,VRK-0965,"0965, kivinurm, alfred-ferdinand.png"
F-0623,VRK-0966,"0966, kivirand, victor-adalbert-osvald.png"
F-0624,VRK-0967,"0967, kivisaar, peeter.png"
F-0625,VRK-0968,"0968, kiviväli, johannes.png"
F-0626,VRK-0969,"0969, klaar, jaen.png"
F-0627,VRK-0970,"0970, klaas, aleksander.png"
F-0628,VRK-0971,"0971, klaasen, herman.png"
F-0629,VRK-0972,"0972, klamas, johannes.png"
F-0630,VRK-0973,"0973, klasing, aleksander.png"
F-0631,VRK-0974,"0974, klasmann, julius-august.png"
F-0632,VRK-0976,"0976, klein, karl.png"
F-0633,VRK-0977,"0977, klein, valdemar anton carl.png"
F-0634,VRK-0978,"0978, klement, daniel-rudolf.png"
F-0635,VRK-0981,"0981, klemetti, heikki valentin.png"
F-0636,VRK-0982,"0982, klesment, johannes.png"
F-0637,VRK-0984,"0984, klettenberg, aleksander.png"
F-0638,VRK-0985,"0985, klimbek, jaan.png"
F-0639,VRK-0989,"0989, koern, august.png"
F-0640,VRK-0990,"0990, koern, tõnis.png"
F-0641,VRK-0991,"0991, koern, viktor.png"
F-0642,VRK-0993,"0993, koger, ado.png"
F-0643,VRK-0994,"0994, koger, juhan.png"
F-0644,VRK-0995,"0995, koger, karl-elmar.png"
F-0645,VRK-0996,"0996, kohk, johannes.png"
F-0646,VRK-0997,"0997, koht, voldemar-karl.png"
F-0647,VRK-0998,"0998, koidu, jaan.png"
F-0648,VRK-0999,"0999, koik, allo.png"
F-0649,VRK-1000,"1000, koik, ants.png"
F-0650,VRK-1001,"1001, koik, jaak.png"
F-0651,VRK-1002,"1002, koik, nikolai.png"
F-0652,VRK-1003,"1003, koitla, jakob.png"
F-0653,VRK-1005,"1005, koivisto, eino yrjö.png"
F-0654,VRK-1009,"1009, kokk, märt.png"
F-0655,VRK-1010,"1010, kokk, oskar.png"
F-0656,VRK-1011,"1011, koks, martin.png"
F-0657,VRK-1012,"1012, kolde, friedrich-johannes.png"
F-0658,VRK-1013,"1013, koljonen, tuomas vilho.png"
F-0659,VRK-1014,"1014, kolk, eduard.png"
F-0660,VRK-1015,"1015, kolle, andres.png"
F-0661,VRK-1018,"1018, kolts, peeter.png"
F-0662,VRK-1019,"1019, kolviko, alfred-leopold.png"
F-0663,VRK-1021,"1021, komatsubara, michitaro.png"
F-0664,VRK-1022,"1022, konga, voldemar.png"
F-0665,VRK-1023,"1023, kongo, oskar.png"
F-0666,VRK-1024,"1024, konik, konstantin-aleksander-oskar.png"
F-0667,VRK-1025,"1025, konks, aleksander.png"
F-0668,VRK-1027,"1027, kook, august-eduard.png"
F-0669,VRK-1028,"1028, kool, karl-alexander.png"
F-0670,VRK-1031,"1031, koorits, august.png"
F-0671,VRK-1032,"1032, köösel, elmar-oscar.png"
F-0672,VRK-1033,"1033, köösel, leo-friedrich.png"
F-0673,VRK-1034,"1034, koot, peeter-ernst.png"
F-0674,VRK-1035,"1035, koov, johan.png"
F-0675,VRK-1036,"1036, koppel, hendrik.png"
F-0676,VRK-1038,"1038, koppel, karl-oskar.png"
F-0677,VRK-1040,"1040, kore, tiidu.png"
F-0678,VRK-1043,"1043, korjus, karel-adolf.png"
F-0679,VRK-1044,"1044, kork, jüri.png"
F-0680,VRK-1045,"1045, kornel, karl-ferdinand.png"
F-0681,VRK-1049,"1049, korts, august.png"
F-0682,VRK-1050,"1050, korts, joosep.png"
F-0683,VRK-1052,"1052, korv, arthur.png"
F-0684,VRK-1054,"1054, kose, anton.png"
F-0685,VRK-1055,"1055, kosk, mihkel.png"
F-0686,VRK-1056,"1056, kosk, rudolf-eduard.png"
F-0687,VRK-1059,"1059, koskinen, paavali johannes.png"
F-0688,VRK-1060,"1060, kosola, iisakki vihtori.png"
F-0689,VRK-1061,"1061, köster, oskar.png"
F-0690,VRK-1062,"1062, köstner, nikolai.png"
F-0691,VRK-1063,"1063, kottise, august.png"
F-0692,VRK-1069,"1069, kovkin, boris.png"
F-0693,VRK-1070,"1070, krastin, valfried.png"
F-0694,VRK-1071,"1071, kraus, aleksander.png"
F-0695,VRK-1074,"1074, krimming, arthur-joseph.png"
F-0696,VRK-1076,"1076, kromel, gustav-karl.png"
F-0697,VRK-1077,"1077, kronk, konstantin.png"
F-0698,VRK-1078,"1078, krull, leonhard-johann.png"
F-0699,VRK-1079,"1079, krup, hans.png"
F-0700,VRK-1080,"1080, kruus, aleksander.png"
F-0701,VRK-1081,"1081, kruus, hans.png"
F-0702,VRK-1082,"1082, kruus, jaan.png"
F-0703,VRK-1083,"1083, kruusa, voldemar.png"
F-0704,VRK-1084,"1084, kruuse, johannes.png"
F-0705,VRK-1085,"1085, kruuse, karl-voldemar.png"
F-0706,VRK-1086,"1086, kruusement, peeter.png"
F-0707,VRK-1087,"1087, kruusimägi, albert.png"
F-0708,VRK-1088,"1088, kruusmann, jüri.png"
F-0709,VRK-1090,"1090, kübar, rudolf.png"
F-0710,VRK-1091,"1091, kubbo, eduard-alfred.png"
F-0711,VRK-1092,"1092, kubu, heinrich-august.png"
F-0712,VRK-1093,"1093, kügler, konrad-gerhard-theophil.png"
F-0713,VRK-1097,"1097, kukebal, friedrich-johann.png"
F-0714,VRK-1098,"1098, kukk, anna-marie.png"
F-0715,VRK-1099,"1099, kukk, arne.png"
F-0716,VRK-1100,"1100, kukk, eduard.png"
F-0717,VRK-1101,"1101, kukk, johannes.png"
F-0718,VRK-1102,"1102, kukk, juhan.png"
F-0719,VRK-1103,"1103, kukk, mihkel.png"
F-0720,VRK-1105,"1105, külaots, leonhard-johannes.png"
F-0721,VRK-1106,"1106, kulasalu, august.png"
F-0722,VRK-1107,"1107, kulbok, hugo.png"
F-0723,VRK-1108,"1108, kuldna, johannes.png"
F-0724,VRK-1109,"1109, kuldsepp, hans.png"
F-0725,VRK-1110,"1110, kulgver, aleksander.png"
F-0726,VRK-1111,"1111, kull, august, anni p.png"
F-0727,VRK-1112,"1112, kull, august, jaani p.png"
F-0728,VRK-1113,"1113, kull, villem.png"
F-0729,VRK-1114,"1114, kullamäe, jaan.png"
F-0730,VRK-1115,"1115, kullasepp, martin.png"
F-0731,VRK-1117,"1117, külmhallik, martin.png"
F-0732,VRK-1119,"1119, kunder, aleksander.png"
F-0733,VRK-1120,"1120, küngas, juhan.png"
F-0734,VRK-1121,"1121, kungla, gustav.png"
F-0735,VRK-1122,"1122, kunila, aarne.png"
F-0736,VRK-1124,"1124, künnapuu, arthur-nicolai.png"
F-0737,VRK-1125,"1125, künnapuu, avo.png"
F-0738,VRK-1126,"1126, künnapuu, johan.png"
F-0739,VRK-1127,"1127, kunnus, paul-alexander.png"
F-0740,VRK-1129,"1129, kuperjanov, julius.png"
F-0741,VRK-1130,"1130, kuplais, eduards.png"
F-0742,VRK-1131,"1131, küppar, modest.png"
F-0743,VRK-1132,"1132, kurejoki, eero kustaa.png"
F-0744,VRK-1133,"1133, kurelauk, rudolf.png"
F-0745,VRK-1134,"1134, kurg, friedrich.png"
F-0746,VRK-1136,"1136, kurik, august.png"
F-0747,VRK-1139,"1139, kurm, jakob.png"
F-0748,VRK-1140,"1140, kurre, maks.png"
F-0749,VRK-1142,"1142, kurro, august.png"
F-0750,VRK-1143,"1143, kurs, voldemar.png"
F-0751,VRK-1144,"1144, kurše, arnolds.png"
F-0752,VRK-1145,"1145, kursk, emil-aleksander-leonhard.png"
F-0753,VRK-1146,"1146, kurvinen, otto.png"
F-0754,VRK-1147,"1147, kurvits, ants.png"
F-0755,VRK-1148,"1148, kurvits, jaan.png"
F-0756,VRK-1149,"1149, kurvits, oskar.png"
F-0757,VRK-1150,"1150, kurvits, peeter.png"
F-0758,VRK-1152,"1152, kuslap, rudolf.png"
F-0759,VRK-1153,"1153, kussal, eduard.png"
F-0760,VRK-1154,"1154, kutrzeba, tadeusz andrzej.png"
F-0761,VRK-1155,"1155, kutsar, jaan.png"
F-0762,VRK-1156,"1156, kutser, eduard.png"
F-0763,VRK-1158,"1158, kütt, georg.png"
F-0764,VRK-1160,"1160, küttis, johannes.png"
F-0765,VRK-1161,"1161, kuul, roman.png"
F-0766,VRK-1164,"1164, kuurberg, august.png"
F-0767,VRK-1165,"1165, kuus, heinrich-elias.png"
F-0768,VRK-1167,"1167, kuusik, edgar-johann.png"
F-0769,VRK-1168,"1168, kuusik, karl.png"
F-0770,VRK-1169,"1169, kuusk, adolf.png"
F-0771,VRK-1170,"1170, kuusk, eduard-emil.png"
F-0772,VRK-1171,"1171, kuusk, hans.png"
F-0773,VRK-1172,"1172, kuuskand, jakob-august.png"
F-0774,VRK-1173,"1173, kuussaari, eero vilho.png"
F-0775,VRK-1175,"1175, kvell, oskar.png"
F-0776,VRK-1004,"1004, kõiv, julius-rudolf.png"
F-0777,VRK-1016,"1016, kõlljalg, johannes.png"
F-0778,VRK-1051,"1051, kõrtsmik, mihail.png"
F-0779,VRK-1065,"1065, kõu, jaak.png"
F-0780,VRK-1066,"1066, kõue, jaan.png"
F-0781,VRK-1176,"1176, la pradelle, albert de geouffre de.png"
F-0782,VRK-1180,"1180, laamann, paul-georg.png"
F-0783,VRK-1181,"1181, laane, peeter.png"
F-0784,VRK-1182,"1182, lääne, voldemar.png"
F-0785,VRK-1183,"1183, laanemets, eduard.png"
F-0786,VRK-1184,"1184, laansoo, gustav.png"
F-0787,VRK-1185,"1185, laarmann, jaan-raimund.png"
F-0788,VRK-1186,"1186, laarmann, otto.png"
F-0789,VRK-1187,"1187, laas, mihkel.png"
F-0790,VRK-1188,"1188, laats, artur-johannes.png"
F-0791,VRK-1189,"1189, laatsarus, karl.png"
F-0792,VRK-1191,"1191, lagerström, valter isidorus.png"
F-0793,VRK-1193,"1193, lahti, aimo.png"
F-0794,VRK-1195,"1195, laidoner, johan.png"
F-0795,VRK-1196,"1196, laidroo, aleksander-heinrich.png"
F-0796,VRK-1198,"1198, laimiņš, eduards kārlis osvalds.png"
F-0797,VRK-1202,"1202, laine, karl.png"
F-0798,VRK-1203,"1203, laipmann, aleksander-hans.png"
F-0799,VRK-1208,"1208, lambart, frederick rudolph.png"
F-0800,VRK-1209,"1209, lamberg, arnold-friedrich-johannes.png"
F-0801,VRK-1212,"1212, lampson, eduard.png"
F-0802,VRK-1213,"1213, lannes, aleksander.png"
F-0803,VRK-1214,"1214, lantov, albrecht-ferdinand.png"
F-0804,VRK-1216,"1216, lapp, alfred-theodor.png"
F-0805,VRK-1217,"1217, laretei, heinrich.png"
F-0806,VRK-1218,"1218, larka, andres.png"
F-0807,VRK-1219,"1219, larka, johannes.png"
F-0808,VRK-1220,"1220, larm, august.png"
F-0809,VRK-1221,"1221, laroche, jules alfred.png"
F-0810,VRK-1225,"1225, larven, johannes-alfred.png"
F-0811,VRK-1227,"1227, lasn, juhan.png"
F-0812,VRK-1228,"1228, lass, oskar.png"
F-0813,VRK-1230,"1230, lassila, helge emil.png"
F-0814,VRK-1232,"1232, lätt, johannes-arnold.png"
F-0815,VRK-1235,"1235, laur, anton.png"
F-0816,VRK-1236,"1236, laur, georg.png"
F-0817,VRK-1237,"1237, lauramo, ludvig.png"
F-0818,VRK-1242,"1242, laurits, karl-johann.png"
F-0819,VRK-1243,"1243, laurits, paul.png"
F-0820,VRK-1245,"1245, laurson, leo.png"
F-0821,VRK-1246,"1246, laus, hain.png"
F-0822,VRK-1247,"1247, lauter, predik.png"
F-0823,VRK-1249,"1249, lavonius, wilhelm alexander.png"
F-0824,VRK-1251,"1251, lee, mardo.png"
F-0825,VRK-1252,"1252, leedmaa, villem.png"
F-0826,VRK-1253,"1253, leeman, boris.png"
F-0827,VRK-1256,"1256, leesment, hans.png"
F-0828,VRK-1257,"1257, leetmaa, ado.png"
F-0829,VRK-1259,"1259, leets, georg.png"
F-0830,VRK-1260,"1260, leets, nikolai.png"
F-0831,VRK-1261,"1261, leetus, karl.png"
F-0832,VRK-1262,"1262, lehtmets, eduard-julius.png"
F-0833,VRK-1265,"1265, leibach, karl.png"
F-0834,VRK-1267,"1267, leisk, august.png"
F-0835,VRK-1268,"1268, leisner, jaan.png"
F-0836,VRK-1269,"1269, leitma, jaan.png"
F-0837,VRK-1270,"1270, leius, kaarel.png"
F-0838,VRK-1271,"1271, lekstein, mihkel.png"
F-0839,VRK-1272,"1272, lell, arnold.png"
F-0840,VRK-1273,"1273, lell, august.png"
F-0841,VRK-1274,"1274, lell, nikolai.png"
F-0842,VRK-1275,"1275, lemann, herbert-michael.png"
F-0843,VRK-1277,"1277, lender, jaan.png"
F-0844,VRK-1279,"1279, lensment, karl.png"
F-0845,VRK-1280,"1280, lensu, toivo.png"
F-0846,VRK-1281,"1281, lents, vaabu.png"
F-0847,VRK-1290,"1290, leppik, arnold.png"
F-0848,VRK-1283,"1283, lepik, jaan, aadu p.png"
F-0849,VRK-1284,"1284, lepist, johannes-friedrich.png"
F-0850,VRK-1287,"1287, lepp, jaan.png"
F-0851,VRK-1289,"1289, leppik, andreas.png"
F-0852,VRK-1291,"1291, leppik, august.png"
F-0853,VRK-1292,"1292, leppik, jaan, villemi p.png"
F-0854,VRK-1293,"1293, leppikson, arhalt-julius.png"
F-0855,VRK-1294,"1294, leppmets, hans.png"
F-0856,VRK-1295,"1295, lerche, flemming emil harald albrecht.png"
F-0857,VRK-1296,"1296, leslie, james edmund peter.png"
F-0858,VRK-1297,"1297, lessel, richard-vilhelm-paul.png"
F-0859,VRK-1298,"1298, leth, gustaf hjalmar.png"
F-0860,VRK-1299,"1299, lett, nikolai.png"
F-0861,VRK-1300,"1300, lettens, hindrik.png"
F-0862,VRK-1301,"1301, libene, martin.png"
F-0863,VRK-1302,"1302, liblik, august.png"
F-0864,VRK-1304,"1304, liibus, eduard-ervin.png"
F-0865,VRK-1306,"1306, liik, oskar.png"
F-0866,VRK-1309,"1309, liiv, georg.png"
F-0867,VRK-1310,"1310, liiv, hans.png"
F-0868,VRK-1311,"1311, liiv, vilhelm-heinrich.png"
F-0869,VRK-1312,"1312, liivak, viktor.png"
F-0870,VRK-1313,"1313, liivamägi, karl-friedrich.png"
F-0871,VRK-1316,"1316, lill, august.png"
F-0872,VRK-1317,"1317, lill, paul-adolf.png"
F-0873,VRK-1318,"1318, lillak, arnold.png"
F-0874,VRK-1319,"1319, lillakas, hans.png"
F-0875,VRK-1321,"1321, lilleleht, paul-august.png"
F-0876,VRK-1322,"1322, lillemaa, aado.png"
F-0877,VRK-1323,"1323, lillemägi, jaak.png"
F-0878,VRK-1324,"1324, lillenstern, johan.png"
F-0879,VRK-1325,"1325, limberg, ernst-karl-johannes.png"
F-0880,VRK-1326,"1326, lind, aleksander.png"
F-0881,VRK-1327,"1327, lind, jaan.png"
F-0882,VRK-1328,"1328, lind, karl.png"
F-0883,VRK-1333,"1333, linde, aleksander-august.png"
F-0884,VRK-1334,"1334, linde, mihkel.png"
F-0885,VRK-1335,"1335, lindell, leo oskar.png"
F-0886,VRK-1336,"1336, lindemann, konstantin.png"
F-0887,VRK-1340,"1340, lindmäe, verner.png"
F-0888,VRK-1342,"1342, lindqvist, gunnar isak.png"
F-0889,VRK-1343,"1343, lindre, leopold.png"
F-0890,VRK-1349,"1349, lindus, johannes.png"
F-0891,VRK-1350,"1350, lindvers, julius-aleksander.png"
F-0892,VRK-1351,"1351, link, eduard.png"
F-0893,VRK-1352,"1352, link, nikolai-vilhelm.png"
F-0894,VRK-1353,"1353, linnamägi, karl.png"
F-0895,VRK-1354,"1354, linneberg, bruno-aleksander.png"
F-0896,VRK-1355,"1355, linno, august-ferdinand.png"
F-0897,VRK-1356,"1356, linno, richard-johannes.png"
F-0898,VRK-1357,"1357, linnus, ferdinand.png"
F-0899,VRK-1358,"1358, lints, rudolf-johannes.png"
F-0900,VRK-1359,"1359, lipand, harald.png"
F-0901,VRK-1360,"1360, lipand, karl.png"
F-0902,VRK-1361,"1361, lipmann, johan-arthur.png"
F-0903,VRK-1363,"1363, lippus, johannes.png"
F-0904,VRK-1364,"1364, lips, peeter.png"
F-0905,VRK-1365,"1365, lipstok, heinrich.png"
F-0906,VRK-1367,"1367, listakind, paul.png"
F-0907,VRK-1368,"1368, lloyd george, david.png"
F-0908,VRK-1369,"1369, lloyd, humphrey willis chetwode.png"
F-0909,VRK-1370,"1370, lobjakas, artur-alfred.png"
F-0910,VRK-1371,"1371, lode, torsten leonhard.png"
F-0911,VRK-1377,"1377, loide, endel.png"
F-0912,VRK-1379,"1379, lokko, gustav.png"
F-0913,VRK-1380,"1380, lomus, eduard.png"
F-0914,VRK-1384,"1384, loorits, artur.png"
F-0915,VRK-1385,"1385, loorits, gustav.png"
F-0916,VRK-1386,"1386, loorits, villem.png"
F-0917,VRK-1387,"1387, loos, eduard.png"
F-0918,VRK-1388,"1388, loosberg, johannes.png"
F-0919,VRK-1389,"1389, lossmann, arthur-alexander.png"
F-0920,VRK-1390,"1390, lossmann, tõnis.png"
F-0921,VRK-1393,"1393, louhivuori, oskari wilho.png"
F-0922,VRK-1394,"1394, luberg, heinrich.png"
F-0923,VRK-1396,"1396, lubi, jüri.png"
F-0924,VRK-1399,"1399, lugus, jaan.png"
F-0925,VRK-1401,"1401, luha, eduard.png"
F-0926,VRK-1402,"1402, luhaäär, karl.png"
F-0927,VRK-1403,"1403, luhaär, ilmar.png"
F-0928,VRK-1404,"1404, luhe, aleksander-heinrich.png"
F-0929,VRK-1405,"1405, luiga, adalbert-hugo.png"
F-0930,VRK-1406,"1406, luiga, aleksander.png"
F-0931,VRK-1407,"1407, luiga, hans.png"
F-0932,VRK-1408,"1408, luiga, johannes.png"
F-0933,VRK-1409,"1409, luiga, oskar.png"
F-0934,VRK-1410,"1410, luik, aleksander.png"
F-0935,VRK-1411,"1411, luik, paul.png"
F-0936,VRK-1412,"1412, luik, richard-august.png"
F-0937,VRK-1414,"1414, luik, voldemar.png"
F-0938,VRK-1415,"1415, lukas, albert.png"
F-0939,VRK-1416,"1416, lukas, jaan.png"
F-0940,VRK-1417,"1417, łukaśiewicz, juliusz.png"
F-0941,VRK-1418,"1418, lukk, gerhard-eugen.png"
F-0942,VRK-1419,"1419, lukk, herbert-peeter.png"
F-0943,VRK-1420,"1420, lumi, jaan.png"
F-0944,VRK-1421,"1421, lund, anna margrete.png"
F-0945,VRK-1422,"1422, lundborg, einar paul albert muni.png"
F-0946,VRK-1425,"1425, lust, rudolf-aleksander.png"
F-0947,VRK-1428,"1428, luts, karl-friedrich.png"
F-0948,VRK-1429,"1429, lutsar, julius.png"
F-0949,VRK-1430,"1430, luulik, madis.png"
F-0950,VRK-1431,"1431, lüüs, aado.png"
F-0951,VRK-1433,"1433, lyly, kosti johannes.png"
F-0952,VRK-1373,"1373, lõhmus, ants.png"
F-0953,VRK-1374,"1374, lõhmus, jakob.png"
F-0954,VRK-1375,"1375, lõhmus, juhan.png"
F-0955,VRK-1376,"1376, lõhmus, karl.png"
F-0956,VRK-1382,"1382, lõokene, aleksander.png"
F-0957,VRK-1383,"1383, lõõndre, julius.png"
F-0958,VRK-1435,"1435, maaniidi, august.png"
F-0959,VRK-1437,"1437, maarits, august.png"
F-0960,VRK-1438,"1438, maasik, kristov.png"
F-0961,VRK-1439,"1439, maasing, richard.png"
F-0962,VRK-1441,"1441, madisson, johann.png"
F-0963,VRK-1442,"1442, madiste, konstantin.png"
F-0964,VRK-1444,"1444, mäepõld, martin-johannes.png"
F-0965,VRK-1445,"1445, mäeste, valdo.png"
F-0966,VRK-1446,"1446, mager, rudolf.png"
F-0967,VRK-1447,"1447, mägi, august.png"
F-0968,VRK-1449,"1449, mägi, evald.png"
