VR II/3
Nikolai Reek
VR I/2, II/2, II/3
Arthur Rehe
VR II/3
Friedrich Rehe
VR II/3
August Rei
VR III/1
Elmar Rei
VR II/3
Otto Reidak
VR II/3
Emil Erkki Reijonen
VR III/1
Gustav-Oskar Reimann
VR I/2
Rudolf-Johannes Reimann      |       VR I/1
Eduard-Julius Reimets
VR II/3
Kristjan Reinap
VR I/3
Martin Reinart
VR II/3
Valdemar-Friedrich Reinartz      |       VR II/3
Hugo Reinberg
VR II/3
Richard-Heinrich Reinberg      |       VR II/3
Edvin-Leopold-Rudolf Reinvaldt      |       VR II/3
Ivar-Gottfried-Constantin Reinvaldt      |       VR II/3
Arthur-Eduard Reisberg      |       VR I/3
Hendrik Reisma      |      VR II/3
Eduard-Martin Reismann      |       VR II/3
Konstantin-Aleksander Reitel      |       VR II/3
Karl Rekk
VR I/3
Eero Rauno Arvi Rekola
VR II/3, II/3
Lauri Kristian Relander      |       VR III/1
Mihkel Remma
VR I/3
Johannes Remmel
VR II/2, II/3
Nikolai Rennit
VR II/3
Victor Rennu
VR II/3
Julius-August Renter
VR I/3
Gustav-Rudolf Repnau
VR II/3
Sulo Helmuth Kalervo Reponen      |       VR II/3
Edgar-Osvald Ressar      |       VR II/3
Georges Reynald
VR III/1
Carl Fredrik Wilhelm Riben      |       VR III/2
Hans Riberg
VR I/3
Voldemar-Viktor Rieberg      |       VR I/3
Elja Rihtniemi
VR I/3
Hendrik Riidolin
VR II/3
Yrjö Armas Riikonen
VR II/3
Jaan Riis
VR II/3
Jaan Riis
VR II/3
Jaan Riis
VR II/3
Jaan Riisenberg
VR II/3
Hugo Riit
VR II/3
Volli Riive
VR I/3
Rudolf Riives
VR II/3
Johannes Rikma
VR II/3
Jaan Rink
VR I/2
Friedrich Riomar
VR II/3
August Rist
VR II/3
Jaan Ristoja
VR II/3
Karl Ristoja
VR I/3
Heikki Ritavuori
VR I/2
Johannes Roden
VR II/3
Paul-Nikolai Roger
VR II/3
Jaan Rohi
VR II/3
Rudolf-Georg Rokk
VR II/3
Aleksander Roo
VR II/3
Arnold Roomere
VR II/3
Christoph Roos
VR II/3
Jüri Roos
VR II/3
Ants Roosaar
VR II/3
Mihkel Roosi
VR II/3
Jaan Roosileht
VR II/3
Martin Roosileht
VR II/3
Rudolf-August Roosipuu      |       VR II/3
Karel Roosmaa
VR II/3
Georg-Eduard Roosmann      |       VR II/3
August Roosmäe
VR II/3
Aleksander-Osvald Roossaar      |       VR II/3
Jaak Roosson
VR II/3
August Roostalu
VR II/3
Johannes Rootsi
VR II/3
Aleksander Rosalk
VR I/3
Edvard Nikolai Rosblom
VR II/3
August-Voldemar Rose
VR I/3
Karl Rosenberg
VR II/3
Herman Rossländer
VR III/3
Hugo Pēteris Rozenšteins      |       VR I/3
Tadeusz Rozwadowski 
VR I/2
Tõnis Rotberg
VR I/2
Johannes Rubis
VR II/3
Samuel Rudissaar
VR II/3
Jaan Ruiso
VR II/3
Johannes Rusi
VR II/3
Voldemar-Heinrich Rusi
VR II/3
Jēkabs Rūdolfs Ruškevics      |       VR I/2
Juhan Ruus
VR II/3
Peeter Ruus
VR I/2
August Ruusmaa
VR II/3
Peet Ruusmann
VR II/3
Yrjö Oskar Ruutu
VR I/2
Johannes Rõikla
VR II/3
Hans Rõuk
VR II/3
Teodor Rõuk
VR I/2
Ants Rähni
VR II/3
Ernst-Voldemar Rähni
VR II/3
Oskar Rätsnik
VR II/3
Anton Räägel
VR II/3
Rudolf-Johannes Rünk
VR II/3
Alfred Rüütel
VR I/3
Edward William Ryan
VR I/2
Józef Artur Rybak
VR I/3
Edward Rydz-Śmigły
VR I/2, I/3
Ilmari Elis Rytkönen
VR II/3
Anton Saal
VR II/3
Elmar-Gerhard Saal
VR II/3
Johannes Saal
VR I/3
Jüri Saaliste
VR I/3
Alfred Saar
VR II/3
August Saar
VR II/3
August Saar
VR II/3
Eduard Saar
VR I/3
Eduard Saar
VR I/3
Ernst Saar
VR II/3
Johannes Saar
VR I/3, II/3
Julius Saar
VR II/3
Johannes Saaremaa
VR II/3
Tõnis Saarepera
VR II/3
Johannes Saarepere
VR II/3
Voldemar-Heinrich Saarepere      |       VR II/3
Ernst-Julius Saareste
VR I/3
Hugo Saario
VR II/3
Andrei Saarnak
VR II/3
Leo Saarnok
VR I/3
August Saarup
VR III/3
Rudolf Sabbe
VR II/3
Reinhold Sabolotny
VR I/3, II/3
August Sae
VR II/3
Harry-Reinhold Saemets      |       VR I/3
Aleksander Sahlström
VR I/3
Johan Emil Sainio
VR II/3
Jüri Saks
VR II/3
Karl Saks
VR II/3
Richard-Alexander Salla      |       VR II/3
Aarne Antero Johannes  Salminen      |       VR II/3
Hermann-Alexander-Eduard Salza      |       VR I/3
Jüri Salu
VR II/3
Jüri Salumets
VR II/3
Herman Samajev
VR II/3
Johannes Samma
VR II/3
Lauri Emil Sammalisto
VR II/3
Juhan Sammel
VR II/3
Alfred Sampka
VR II/3
Jens Emanuel Samuelsen      |       VR I/3
Eduard Sander
VR II/3
Miķelis Sanders
VR III/3
Elmar Sangernebo
VR I/3
Johannes Santpank
VR II/3
Karl Saral
VR I/3
August Sarapuu
VR I/3
Reinhold Sarapuu
VR II/3
Andres Saretok
VR II/3
Henn Sarmiste
VR II/3
Voldemar-Johann Sarmo      |       VR II/3
August Sarnet
VR II/3
Edgar-Alexander Sarnits      |       VR II/3
Jaan Sarv
VR II/3
Väinö Gunnar Sarva
VR I/2
Artur-Aleksander Saueselg      |       VR II/3
Andres Sauga
VR II/3
Eduard Saulep
VR I/3
Johannes Savi
VR II/3
Aleksander Saviauk
VR II/3
Johannes Saviauk
VR II/3
Vitali Savvi
VR II/3
Carlo Schanzer
VR III/1
Jaan Scheler
VR II/3
Gustav-Otto Schilling
VR I/3
Johan Schmidt
VR I/2, II/2, II/3
August-Voldemar Schvartz      |       VR I/3
Jüri Schvede
VR II/3
Ludvig August Schvindt      |       VR I/2
August Schönberg
VR I/3
August-Karl Seeberg
VR II/3
Johannes Seer
VR II/3
Paul Seim
VR II/3
Aleksander Seiman
VR I/2, II/2, II/3
Jüri Seitam
VR II/3
Voldemar Seiton
VR II/3
Leopold-Eduard Selgvee      |       VR I/3
Julius-Friedrich Seljamaa      |       VR III/2
Aleksander-Arthur Selter      |       VR II/2, II/3
Priidik Selter 
VR II/3
Aleksander-Oskar Selvet      |       VR I/3
Juhan Sempelson
VR II/3
Johannes Sengbusch
VR II/3
Edmund-Friedrich-Johannes Sepik      |       VR II/3
Boris-Aleksander Sepling      |       VR II/3
Aleksander-Paul Sepp
VR II/3
Artur Sepp
VR II/3
Heinrich Sepp
VR II/3
Johannes Sepp
VR II/3
Johannes Sepp
VR II/3
Jüri Sepp
VR II/3
Martin-Johannes Sepp
VR I/3
Riidu Sepp
VR II/3
Konstantin Sepre
VR II/3
Paul-Eduard Serka
VR II/3
Jānis Seskis
VR III/1
Emil Nestor Setälä
VR III/1
Carlo Sforza
VR III/1
Georg-Alexander-Friedrich Sieger 
VR II/3
Edmund Sihver
VR II/3
Elmar Sihvre
VR I/3
August Siider
VR II/3
Anton Siig
VR II/3
Paul Siilak
VR II/3
Hugo Siipan
VR II/3
Władysław Eugeniusz  Sikorski      |       VR III/1, I/2
Hans Silbermann
VR I/2
Voldemar Silbermann
VR II/3
Jaan Sild
VR II/3
Karla-Johannes Sild
VR II/3
Joosep Sildam
VR II/3
Roman Sildam
VR II/3
Jaan Siliksaar
VR I/3
August Sillajõe
VR II/3
Eduard Sillaste
VR II/3
Johannes Silm
VR II/3
Mihkel Silver
VR I/3
Anton Simmo
VR I/3
Gustav Simmo
VR I/3, II/3
Yrjö Viktor Simola
VR II/3
Aleksander Simon
VR I/3
Martin Simon
VR I/3
Anton Simonsson
VR II/3
James Young Simpson
VR III/1
Arthur-Friedrich Simson      |       VR II/3
Johan Sing
VR II/3
Enno Sinivee
VR I/3
Arnold Sinka
VR II/3
Jaan Sipelgas
VR II/3
Arthur-Johannes Sirk
VR II/3
Juhan Sirk
VR I/3
Augusts Leopolds Sirks
VR II/3
Bruno Jalmar Ferdinand Sirola      |       VR II/3
Eduard Sirtse
VR II/3
Johann Sisask
VR II/3
Peeter Sisask
VR I/3
Voldemārs Johans Skaistlauks      |       VR II/3
Karl-Friedrich Sklave
VR II/3
Sigrid Skov
VR I/3
Aleksander Józef Skrzyński      |       VR III/1
Teodors Skujenieks      |      VR II/3
Aarne Snellman      |      VR II/3
Vladimir Sokolov      |      VR II/3
Reinhold-Frants-Stefan Soltna      |       VR II/3
August Sommer      |      VR II/3
Johannes Soo      |      VR II/3
Karl-Mihkel Soo      |      VR I/3
August-Eduard-Robert Sooaru      |       VR II/3
Johannes Soodla
VR II/2, II/3
Karla-Julius Soomann      |      VR II/3
Eduard Soonpää      |      VR II/3
Karl-Johannes Soonpää      |       VR II/3
Jaan Soots      |      VR I/1
August Soovere
VR II/3
Edgar-Jaan Soovik
VR I/3
Kristjan Soovik      |      VR II/3
Jaan Sork      |      VR II/3
Kazimierz Sosnkowski      |      VR I/2
Stanisław Maria Jan Teofil Szeptycki      |       VR I/2
Marian Szumlakowski      |      VR III/3
Johann Stahl      |      VR I/3, II/3
Kaarlo Juho Ståhlberg
VR III/1
Anton Stamm      |      VR I/3
Karl Stamm      |      VR II/3
Leonhard-Johann-Gottfried Stamm 
VR III/3
Jan Stankiewicz      |      VR I/3
Gordon Charles Steele      |      VR I/3
August-Eduard Stein      |      VR II/3
August Steinberg      |      VR I/3
Nikolai Steinmann      |      VR II/3
Alfred-Johannes Stern      |      VR II/3
Karl-Johannes Stern      |      VR II/3
Otto Sternbeck      |      VR I/2
Hermann-Hans-Joachim Stockeby      |       VR II/3
Otto-August Strandman      |       VR III/1
Augusto Stranieri
VR III/1
Aleksandras Stulginskis      |       VR III/1
Hugo Sturm
VR II/3
Johannes Subbi
VR II/3
Karl-August Suimets
VR II/3
Nikolai Suits
VR II/3
Edgar Sulg
VR I/3
Oskar Sulg
VR I/3
August-Voldemar Summataavet      |       VR II/3
Rudolf Sups
VR II/3
Arnold Susi
VR I/3
Edgar-Theodor Susi
VR II/3
Arnold Suur
VR II/3
Jaan Suur
VR II/3
Edgar-Valentin Suuresaar      |       VR II/3
Joosep Suuressaar
VR II/3
Georgi Suurevälja
VR II/3
Juhan Suurkivi
VR II/3
Mihkel-Adolf Suurmann      |       VR II/3
Eduard Suursepp
VR II/3
Johannes-Andreas Suusik      |       VR II/3
Charles John Swatridge      |       VR I/3
Trevor Washington Hitchcock Swett      |       VR III/3
Gustaf Alku Svinhufvud      |       VR II/3
Arnold Sõber
VR II/3
Hans Sõber
VR I/3
Karl Sõber
VR II/3
Aleksander-Eduard Sõster      |       VR II/3
Mart Sõster 
VR II/3
Eduard Säkk
VR III/1
Otto Särgava
VR II/3
Karl Söde
VR II/3
Johannes Söderholm
VR II/3
Johannes-Robert Sööt
VR II/3
Johan Sütt
VR II/3
Richard Sütt
VR II/3
Knud Valdemar Zeltner
VR II/3
Jorģis Zemitāns
VR I/2
John Elis Zidbäck
VR I/3
Oskar-Franz-Reinhold Ziehr      |       VR II/3
Georg Zimmermann
VR II/3
Voldemārs Oto Zīverts
VR III/3
Maximilian-Friedrich-Werner Zoege von Manteuffel      |       VR I/2
Karl Zovo
VR II/3
Richard Taalder
VR II/3
Heinrich-Aleksander Taarma      |       VR II/3
Jakob Tabur
VR II/3
Julius-Alexander Taeker      |       VR I/3
Julius-Johannes Taimre
VR I/3
Aleksander Takel
VR II/3
Jüri Takel
VR II/3
Jaan Taklaja
VR II/3
Michał Talikowski
VR I/3
Valter-Andreas-Georg Taliste      |       VR II/2, II/3
Stephen George Tallents      |       VR I/2
Karl Tallo
VR I/3
Jaan Talman
VR II/3
Aleksander-Voldemar Talpsepp      |       VR II/3
Leo Talšin
VR II/3
Aleksander Talts
VR II/3
Ado Talussaar
VR II/3
Johannes-Eduard Talvis
VR II/3
Johannes Tambek
VR II/3
Villem Tamberg
VR II/3
Villem Tamlak
VR II/3
Aleksander Tamm
VR II/3
Eduard Tamm
VR II/3
Johannes Tamm
VR II/3
Johannes-Eduard Tamm
VR II/3
Johannes-Voldemar Tamm      |       VR II/3
Joosep Tamm
VR I/3
Julius Tamm
VR I/3
Karl-Johannes Tamm
VR I/3
Mart Tamm
VR II/3
Mihkel Tamm
VR II/3
Mihkel Tamm
VR II/3
Nikolai Tamm
VR II/3
Villem Tamm
VR I/3
August Tammann
VR II/3
Anton Tamme
VR II/3
Eugen Tamme
VR II/3
Jaan Tamme
VR II/3
Kaarel-Ruudolf Tammekand      |       VR II/3
Karl-Voldemar Tammekand      |       VR II/3
Rudolf Tammekänd
VR II/3
Jüri Tammeleht
VR II/3
Johannes Arttur Tamminen      |       VR II/3
Hans Tammist
VR II/3
Johan Tammiste
VR II/3
Robert-Otto-Paul Tammiste      |       VR II/3
Jaak Tammpere
VR II/3
Paul-Osvald Tammpere
VR I/3
Martin Tampu
VR II/3
August Tamsalu
VR II/3
Aleksander Tamson
VR II/3
Jaan Tamtik
VR II/3
Paul Tanilas
VR I/2
Felix-Johann Tanner
VR II/3
Johannes Taras
VR II/3
Rudolf Tarik
VR II/3
Hans Tartov
VR II/3
Jaanus Tasuja
VR II/3
Hans Tauts
VR II/3
Aleksander Teder
VR I/3
Juhan Teder
VR II/3
Nikolai Teder
VR II/3
Hermann-Rudolf Tedre
VR II/3
Osvald-Julius Teearu
VR II/3
Valter-Friedrich Teets
VR II/3
Ralf-Rene Teiman
VR II/3
Martin Tenneberg
VR II/3
August-Johan-Christoph Tennmann      |       VR II/3
Artur Tenno
VR I/3
August-Johannes Teose
VR II/3
Hugo Herberts Tepfers
VR I/3
Karl Teppan
VR II/3
Voldemar Teras
VR II/3
Albert Terno
VR II/3
Rudolf Terno
VR II/3
Martin Terras
VR I/3
Edgar-Paul-Ernst Teslon      |       VR II/3
Arnold-Engelbert Tetlov      |       VR II/3
Bertram Sackville Thesiger      |       VR I/2
Albert Thomas
VR III/1
Stanisław August Thugutt      |       VR III/1
Otto Tief
VR II/3
Ernst-August Tiido
VR II/3
Maksimilian Tiido
VR I/3
Theodor Tiirmann
VR II/3
Kornelius Tiisler
VR I/3
August-Jaan-Martin Tiit      |       VR II/3
Karl Tiitso
VR II/3
Mihkel Tiitus
VR I/3
Uku Tikkar
VR II/3
Aleksander-Robert Tilgre      |       VR I/3, II/3
Juhan Tilk
VR II/3
Mihkel Tilk
VR II/3
Hans Till
VR II/3
Oskar Till
VR II/3
Hartvig Tilling
VR II/3
Hans Timpson
VR II/3
August Tisler
VR II/3
Tommaso Tittoni
VR III/1
Mihkel Tohver
VR II/3
Johannes Toim
VR II/3
Eduard-Julius Toimeta
VR II/3
Oskar Tolmoff
VR I/3
August Tomander
VR I/3
August Tomasberg
VR II/3
Rein Tomback
VR I/3
Rein Tomberg
VR II/3
August-Reinhold Tomingas      |       VR I/3
Johannes Tomingas
VR II/3
Aleksander Tomiste
VR II/3
August Tomps
VR II/3
Arthur Tomson
VR II/3
Hans Tomson
VR I/3
Johannes Tomson
VR II/3
Peeter-Eduard Toom
VR II/3
Oskar-Eduard Toomara
VR I/3
Karl-Heinrich Toomingas      |       VR I/3
Juhan Toomsar
VR II/3
Rein Toost
VR II/3
Albert-Aleksander Tootsi      |       VR II/3
August-Johannes Torma
VR I/3
Henrik Mikael Tornberg      |       VR I/3
August Traksmaa
VR I/3, II/3
Wojciech Stefan Trąmpczyński      |       VR III/1
Konstantin-Nikolai Trankmann      |       VR II/3
Rudolf-Aleksander Traut      |       VR I/3
Rodion Treimuth
VR II/3
Ants Treu
VR II/3
Otto Treufeldt
VR II/3
Johann-Voldemar Treumann      |       VR II/3
Jaan Treumuth
VR II/3
Paul-Villiam Triik
VR II/3
Konstantin Troitski
VR II/3
Verner-Ernst-Harald Trossi      |       VR I/3, II/3
Anders Troupp 
VR I/3
Julius Trubok
VR I/3
Rudolf-August Trubok
VR I/3
Aleksei Trumm
VR II/3
Aleksander Trusa
VR I/3
Alfred-Georg Truu
VR I/3
Gavril Tschernov
VR II/3
August Tuisk
VR II/3
Mart Tuisk
VR I/3
Mihkel Tuisk
VR II/3
Voldemar-Johannes Tuisk      |       VR II/3
Jaan Tuit
VR II/3
Antti Agathon Tulenheimo      |       VR III/1
Karl-Johannes Tulff 
VR I/3
Karl Tulmin
VR I/3
Hengo Tulnola
VR I/3
Mats Tulp
VR II/3
Aleksander Tupits
VR II/3
Heinrich Tupits
VR II/3
Nikolai Turi
VR II/3
Aleksander Turjakas
VR II/3
August-Rudolf Turmann
VR II/3
Leonid-Carl-Gustav Tuttelberg      |       VR I/3
Hans Tuuksam
VR I/3
Arno-Georg Tuurmaa
VR II/3
Jaan Tuvi 
VR II/3
Johann Tuvi 
VR II/3
Johannes Tõkke
VR II/3
Rudolf-Aleksander Tõldsepp      |       VR II/3
Jaan Tõllasepp
VR II/3
Jaan Tõllassaar
VR II/3
Aleksander Tõnisson
VR I/1
Jaan Tõnisson
VR III/1
Jaan Tõnisson
VR I/3, II/3
Jüri Tõnisson
VR II/3
Jüri Tõnisson
VR II/3
Jüri Tõns
VR II/3
Ferdinand-Voldemar Tõnso      |       VR I/3
Hans Tõnson
VR II/3
Leopold-Herrmann Tõnson      |       VR I/2
Nikolai-Aleksander Tõruke      |       VR II/3
Voldemar Tõruvere
VR II/3
Juhan Tähiste
VR II/3
Tõnis Tähnas
VR II/3
Rein Täht
VR I/3
Ernst-Alfred Tänav
VR II/3
Jakob Türk
VR II/3
Johannes Türk
VR II/3
William George Tyrrell
VR III/1
Roman Ubakivi
VR I/3
August-Richard Uder
VR II/3
Oskar-Friedrich Udikas
VR II/3
Voldemar Uegeinam
VR II/3
Karl-Rudolf Uhke
VR II/3
Aleksander Uibo
VR II/3
Rudolf Uibo
VR II/3
Sergei Uibopuu
VR II/3
Voldemar Ulm
VR II/3
Kārlis Augusts Ulmanis
VR III/1
Andrei Umb
VR II/3
Ulf Torsten Undén
VR III/1
Jakob Unger
VR II/3
Jüri Ungvere
VR II/3
Peeter Univer
VR II/3
Jaan Unt
VR I/2, II/3
Johan Unt
VR I/2, III/2
Mart Unt
VR II/3
Herman Untolahti
VR II/3, II/3
Oskar Uritam
VR I/3
Richard Uritam
VR I/3
Jakob Urke
VR II/3
Eduard Urm
VR II/3
Jaan Usin
VR II/3
August Ustav
VR II/3
Kustas Utuste
VR I/3
Aleksander Uue
VR II/3
Aleksander Uuk
VR II/3
Rudolf Uuk
VR II/3
Mihail Uulimaa
VR II/3
Arthur Uus
VR II/3
Johannes Uuskam
VR II/3
Hugo-Heinrich Uussalu
VR II/3
August Uustal
VR II/3
August-Bartholomeus Uusõue      |       VR II/3
Oskar Vaabel
VR II/3
Ernst-Johannes Vaadre
VR II/3
Mihkel Vaarmann
VR II/3
Karl Vaaver
VR II/3
Kustav Vaga
VR II/3
Rudolf Vaharo
VR I/3
Johannes Vahem
VR II/3
Georg Vaher
VR II/3
Jaan Vaher
VR II/3
Roman-Heinrich Vahi
VR II/3
Hugo Vaht
VR II/3
Hendrik Vahtramäe
VR I/2
Voldemar Vahtre
VR II/3
Herman Vahul
VR II/3
Richard-Oskar Vaidla
VR II/3
Juhan Vaigu
VR II/3
Eino Vaiksaar
VR II/3
Paul-Eduard Vaino
VR II/3
Aleksander Vainumets
VR II/3
Arnold-Friedrich Valdmann      |       VR II/3
Hans Valdmann
VR II/2, II/3
Osvald Valdmann
VR II/3
Arvo Valdur
VR II/3
Voldemar Valdur
VR II/3
Aleksander Valge
VR II/3
Alfred-Aleksander Valge      |       VR II/3
Gustav Valge
VR II/3
Nikolai Valge
VR II/3
Joosep Valler
VR II/3
Mihkel Valler
VR II/3
William Sydney James Walne      |       VR I/3
Benjamin Valter
VR I/3
Reinhold-Alexander Valter      |       VR II/3
Hans Vanaveski
VR I/3
August-Johannes Vao
VR II/3
Johannes Vardja
VR II/3
Jaan Vare
VR II/3
Elmar Vares
VR II/3
Johannes Vares
VR I/3
Julian Vares
VR II/3
Paul Vares
VR II/3
Karl Varik
VR II/3
Peeter-Karl Varik
VR II/3
Aleksander Warma
VR I/3
Anton-Hans Varner
VR II/3
Hans Vasar
VR II/3
Johan Vasar
VR II/3
Leon Wasilewski
VR III/1
August Vask
VR II/2, II/3
Jakob-Michael Vaska
VR I/3
Johannes-Rudolph Vasko      |       VR II/3
Teodor Vassermann
VR II/3
August-Voldemar Vassil
VR I/3
Paul Vassil
VR II/3
August Veeberg
VR II/3
Helmut-Traugott Veem
VR I/3
Johannes Veidermann
VR II/3
Karl Veigel
VR II/3
Georg Veigelin
VR II/3
Einari Walter Veijo
VR II/3
Elmar-Johann Veinberg
VR II/3
Erich-Christoph Veinpere      |       VR II/3
Constantin-Alexander-Clemens Weiss      |       VR I/2
Jaan Veldemann
VR II/3
Johannes-August Vellerind      |       VR I/3
Rosslyn Erskine Wemyss
VR I/1
Jakob Vende
VR I/3, II/3
Jaak Vendla
VR I/3
Tõnis Vendla
VR II/3
Paul Vent
VR II/3
August-Eduard Ventsel
VR II/3
Villem Verliin
VR II/3
Karla Vertmann
VR II/3
Georg-Hugo Vestel
VR I/2
Emil Vesterinen
VR II/3
Paul Martin Wetzer
VR I/1
Hellmuth-Carl-Ernst Wetter-Rosenthal      |      VR II/3
Maxime Louis Weygand
VR I/1
Jakob Videvik
VR II/3
Jaan Vidrik
VR II/3
Rudolf Vienberg
VR I/3
Johannes Vihmann
VR I/3
Helmuth Viiburg
VR II/3
Jakob Viidemaa
VR II/3
Artur Viilip
VR II/3
Hando Viilmaa
VR II/3
Richard-Heinrich Viirmaa      |       VR II/3
Nikolai Viitak
VR I/3
Johannes Viljak
VR II/3
Karl-Friedrich Villemi
VR I/3
Paul-Aleksander Villemi 
VR II/3
Albert Villems
VR II/3
Harold Whitmore Williams      |       VR III/2
Thomas Melling Williams      |       VR I/2
August Villup
VR II/3
Jüri Vilms
VR III/1
Walter Caradine Wilson      |       VR I/2
Karl-Erich-Sergius Vilta      |       VR II/3
Jakob Vimm
VR II/3
Aleksander Vink
VR II/3
Johannes Vinkler
VR II/3
Nicolai Viralu
VR I/3
Eduard-Reinhold Virgo
VR III/2
August-Osvald Viru
VR II/3
Tõnis Virula
VR II/3
Harry-Alexander Visman      |       VR I/3
Vittorio Emanuele III
VR III/1
Jaan Vodja
VR II/3
Oiva Lahja Vohlonen
VR II/3
August Voitka
VR II/3
Stanisław Wojciechowski      |       VR III/1
Oskar Vokk
VR I/3, II/3
Abel Vool
VR II/3
Gustaf Oskar Axel Wrede af Elimä 
VR I/2, III/2
Friedrich      |       VReemann
VR I/3
Hans-Roland Võrk
VR I/3
Villem Väeden
VR I/3
Mihkel Vähi
VR II/3
Kustav Väinaste
VR II/3
Madis Välja
VR II/3
Henn Välme
VR I/3
Heinrich-Aleksander Västrik      |       VR II/3
Andrei Väärtnõu
VR II/3
Arnold-Joosep Vöhrmann      |       VR II/3
Leonhard Õsso
VR I/3
Paul Õunap
VR II/3
Anton Õunapuu
VR II/3
Karl Õunapuu
VR II/3
Johannes Ärma
VR II/3
Kaarlo Yli-Pohja
VR II/3
Antti Isak Ylitalo
VR II/3
Andreas Yllö
VR II/3
Evan Erastus Young
VR III/1
Aarno Armas Sakari Yrjö-Koskinen      |       VR III/2
