Paul-Alexander Kunnus      |      VR I/3, II/3
Julius Kuperjanov      |      VR I/2, II/2, II/3
Eduards Kuplais      |      VR III/3
Eero Kustaa Kurejoki      |      VR II/3
Rudolf Kurelauk      |      VR II/3
Friedrich Kurg      |      VR II/3
August Kurik      |      VR II/3
Jakob Kurm      |      VR II/3
Maks Kurre      |      VR II/3
August Kurro      |      VR II/3
Voldemar Kurs      |      VR II/3
Emil-Aleksander-Leonhard Kursk      |       VR I/3
Arnolds Kurše      |      VR II/3
Otto Kurvinen      |      VR II/3
Ants Kurvits      |      VR I/2
Jaan Kurvits      |      VR II/3
Oskar Kurvits      |      VR I/3
Peeter Kurvits      |      VR I/3
Rudolf Kuslap      |      VR II/3
Eduard Kussal      |      VR II/3
Tadeusz Andrzej Kutrzeba      |       VR I/2
Jaan Kutsar      |      VR II/3
Eduard Kutser      |      VR I/3
Roman Kuul      |      VR II/3
August Kuurberg      |      VR I/3
Heinrich-Elias Kuus      |      VR II/3
Edgar-Johann Kuusik      |      VR II/3
Karl Kuusik      |      VR II/3
Adolf Kuusk      |      VR II/3
Eduard-Emil Kuusk      |      VR II/3
Hans Kuusk      |      VR II/3
Jakob-August Kuuskand      |      VR II/3
Eero Vilho Kuussaari      |      VR I/3
Oskar Kvell      |      VR II/3
Julius-Rudolf Kõiv      |      VR II/3
Johannes Kõlljalg      |      VR II/3
Mihail Kõrtsmik      |      VR II/3
Jaak Kõu      |      VR III/3
Jaan Kõue      |      VR II/3
Herbert Käige      |      VR II/3
Johan Kärmas      |      VR II/3
Villem Kärmas      |      VR II/3
Mihail Kärme      |      VR II/3
Ants Käspre      |      VR II/3
Jaan Käär      |      VR II/3
Oskar Köster      |      VR II/3
Nikolai Köstner      |      VR III/1
Elmar-Oscar Köösel      |      VR II/3
Leo-Friedrich Köösel      |      VR II/3
Rudolf Kübar      |      VR II/3
Konrad-Gerhard-Theophil Kügler      |      VR II/3
Leonhard-Johannes Külaots      |       VR II/3
Martin Külmhallik      |      VR II/3
Juhan Küngas      |      VR II/3
Arthur-Nicolai Künnapuu      |       VR II/3
Avo Künnapuu      |      VR II/3
Johan Künnapuu      |      VR I/3
Modest Küppar      |      VR II/3
Georg Kütt      |      VR II/3
Johannes Küttis      |      VR II/3
Paul-Georg Laamann      |      VR I/3
Peeter Laane      |      VR II/3, II/3
Eduard Laanemets      |      VR II/3
Gustav Laansoo      |      VR II/3
Jaan-Raimund Laarmann      |       VR II/3
Otto Laarmann      |      VR I/3
Mihkel Laas      |      VR II/3
Artur-Johannes Laats      |      VR I/3
Karl Laatsarus      |      VR II/3
Valter Isidorus Lagerström      |       VR II/3
Aimo Lahti      |      VR II/3
Johan Laidoner      |      VR I/1, III/1
Aleksander-Heinrich Laidroo      |       VR II/3
Eduards Kārlis Osvalds laimiņš      |       VR I/2
Karl Laine
VR II/3
Aleksander-Hans Laipmann      |       VR I/3
Frederick Rudolph Lambart      |       VR I/1
Arnold-Friedrich-Johannes Lamberg      |       VR I/3
Eduard Lampson
VR II/3
Aleksander Lannes
VR I/3
Albrecht-Ferdinand Lantov      |       VR I/3
Alfred-Theodor Lapp
VR II/3
Albert de Geouffre de La Pradelle      |       VR III/2
Heinrich Laretei
VR II/3
Andres Larka
VR I/1
Johannes Larka
VR I/3
August Larm
VR II/3
Jules Alfred Laroche
VR III/1
Johannes-Alfred Larven      |       VR II/3
Juhan Lasn
VR II/3
Oskar Lass
VR II/3
Helge Emil Lassila
VR II/3
Anton Laur
VR II/3
Georg Laur
VR I/3
Ludvig Lauramo
VR I/3
Karl-Johann Laurits
VR II/2, II/3
Paul Laurits
VR II/3
Leo Laurson
VR I/3
Hain Laus
VR II/3
Predik Lauter
VR II/3
Wilhelm Alexander Lavonius      |       VR I/2
Mardo Lee
VR II/3
Villem Leedmaa
VR II/3
Boris Leeman
VR II/3
Hans Leesment
VR III/2
Ado Leetmaa
VR II/3
Georg Leets
VR I/3, II/3
Nikolai Leets
VR II/3
Karl Leetus
VR II/3
Eduard-Julius Lehtmets
VR II/3
Karl Leibach
VR II/3
August Leisk
VR II/3
Jaan Leisner
VR II/3
Jaan Leitma
VR II/3
Kaarel Leius
VR I/3
Mihkel Lekstein
VR II/3
Arnold Lell
VR I/3
August Lell
VR II/3
Nikolai Lell
VR II/3
Herbert-Michael Lemann      |       VR II/3
Jaan Lender      |      VR II/3
Karl Lensment      |      VR I/3
Toivo Lensu      |      VR II/3
Vaabu Lents      |      VR I/3
Jaan Lepik      |      VR II/3
Johannes-Friedrich Lepist      |       VR II/3
Jaan Lepp      |      VR II/2, II/3
Andreas Leppik      |      VR II/3
Arnold Leppik      |      VR II/3
August Leppik      |      VR II/3
Jaan Leppik      |      VR II/3
Arhalt-Julius Leppikson      |      VR II/3
Hans Leppmets      |      VR II/3
Flemming Emil Harald Albrecht Lerche      |       VR III/1
James Edmund Peter Leslie      |       VR III/2
Richard-Vilhelm-Paul Lessel      |       VR I/3
Gustaf Hjalmar Leth      |      VR II/3
Nikolai Lett      |      VR II/3
Hindrik Lettens      |      VR II/3
Martin Libene      |      VR II/3
August Liblik      |      VR II/3
Eduard-Ervin Liibus      |      VR II/3
Oskar Liik      |      VR I/2
Georg Liiv      |      VR II/3
Hans Liiv      |      VR II/3
Vilhelm-Heinrich Liiv      |      VR I/3
Viktor Liivak      |      VR I/2, II/3
Karl-Friedrich Liivamägi      |       VR II/3
August Lill      |      VR II/3
Paul-Adolf Lill      |      VR I/2
Arnold Lillak      |      VR II/3
Hans Lillakas      |      VR II/3
Paul-August Lilleleht      |      VR II/3
Aado Lillemaa      |      VR II/3
Jaak Lillemägi      |      VR II/3
Johan Lillenstern      |      VR II/3
Ernst-Karl-Johannes Limberg      |       VR I/3
Aleksander Lind      |      VR II/3
Jaan Lind      |      VR II/3
Karl Lind      |      VR II/3
Aleksander-August Linde      |       VR II/3
Mihkel Linde      |      VR II/3
Leo Oskar Lindell      |      VR II/3
Konstantin Lindemann      |      VR II/3
Verner Lindmäe      |      VR II/3
Gunnar Isak Lindqvist      |      VR I/3
Leopold Lindre      |      VR II/3
Johannes Lindus      |      VR II/3
Julius-Aleksander Lindvers      |       VR II/3
Eduard Link      |      VR II/3
Nikolai-Vilhelm Link      |      VR I/3
Karl Linnamägi      |      VR II/3
Bruno-Aleksander Linneberg      |       VR II/3
August-Ferdinand Linno      |      VR II/3
Richard-Johannes Linno      |       VR II/3
Ferdinand Linnus      |      VR II/3
Rudolf-Johannes Lints      |       VR I/3
Harald Lipand      |      VR II/3
Karl Lipand      |      VR II/2, II/3
Johan-Arthur Lipmann      |      VR II/3
Johannes Lippus      |      VR II/3
Peeter Lips      |      VR II/3
Heinrich Lipstok      |      VR I/3
Paul Listakind      |      VR I/3
Humphrey Willis Chetwode Lloyd      |       VR I/3
David Lloyd George      |      VR III/1
Artur-Alfred Lobjakas      |      VR II/3
Torsten Leonhard Lode      |      VR I/3
Endel Loide      |      VR II/3
Gustav Lokko      |      VR II/3
Eduard Lomus      |      VR I/3
Artur Loorits      |      VR I/3
Gustav Loorits      |      VR II/3
Villem Loorits      |      VR II/3
Eduard Loos      |      VR II/3
Johannes Loosberg      |      VR I/3
Arthur-Alexander Lossmann      |       VR I/2
Tõnis Lossmann      |      VR III/3
Oskari Wilho Louhivuori      |       VR I/1
Heinrich Luberg      |      VR II/3
Jüri Lubi      |      VR II/3
Jaan Lugus      |      VR I/3
Eduard Luha      |      VR II/3
Ilmar Luhaär      |      VR II/3
Karl Luhaäär      |      VR II/3
Aleksander-Heinrich Luhe      |       VR II/3
Adalbert-Hugo Luiga      |      VR II/3
Aleksander Luiga      |      VR II/3
Hans Luiga      |      VR I/3
Johannes Luiga      |      VR II/3
Oskar Luiga      |      VR I/2, II/2, II/3
Aleksander Luik      |      VR II/3
Paul Luik      |      VR II/3
Richard-August Luik      |      VR I/3
Voldemar Luik      |      VR II/3
Albert Lukas      |      VR II/3
Jaan Lukas      |      VR I/3
Juliusz Łukaśiewicz      |      VR III/2
Gerhard-Eugen Lukk      |      VR I/3
Herbert-Peeter Lukk      |      VR II/3
Jaan Lumi      |      VR II/3
Anna Magrete Lund      |      VR I/3
Einar Paul Albert Muni  Lundborg      |       VR II/3
Rudolf-Aleksander Lust      |       VR II/3
Karl-Friedrich Luts      |      VR III/1
Julius Lutsar      |      VR II/3
Madis Luulik      |      VR II/3
Ants Lõhmus      |      VR I/3, II/3
Jakob Lõhmus      |      VR II/3
Juhan Lõhmus      |      VR II/3
Karl Lõhmus      |      VR II/3
Aleksander Lõokene      |      VR II/3
Julius Lõõndre      |      VR II/3
Johannes-Arnold Lätt      |      VR II/3
Voldemar Lääne      |      VR II/3
Aado Lüüs      |      VR II/3
Kosti Johannes Lyly      |      VR II/3
August Maaniidi      |      VR II/3
August Maarits      |      VR II/3
Kristov Maasik      |      VR II/3
Richard Maasing      |      VR I/3
Johann Madisson      |      VR II/3
Konstantin Madiste      |      VR II/3
Rudolf Mager      |      VR II/3
Priidu Magus      |      VR II/3
Arthur-Georg-Richard Mahnke      |       VR II/2, II/3
Christoph-Friedrich-Johannes Mahnke      |       VR II/3
Eduard Maide      |      VR II/3
Jaan Maide      |      VR II/3
Johannes-Voldemar Maide      |       VR II/3
Hermann Maim      |      VR II/3
Richard-Johannes Maim      |      VR I/3
Jaanus-Karl Maisaar      |      VR II/3
Juhan Maisma      |      VR II/3
Aleksander Maiste      |      VR II/3
Hugo Makkar      |      VR II/3
Rudolf Makko      |      VR II/3
Aleksander Malevitš      |      VR I/3
Jaan Malken      |      VR II/3
Priidik Malm      |      VR II/3
Carl-Georg Malmberg      |      VR I/3
Kaarlo Lauri Thorvald Malmberg      |       VR III/1
Oskar-Heinrich Mamers      |      VR I/3
August Mandel      |      VR II/3
Eero Niilo Manninen      |      VR II/3
Villem-Gustav Marder      |      VR I/2
Edgar-Eduard Maremaa      |      VR II/3
Eduard Marguste      |      VR II/3
Villem Maripuu      |      VR III/3
Frank Graham Marsh      |      VR I/1
Franz-Heinrich Martin      |      VR II/3
Vassili Martin      |      VR II/3
August Martinson      |      VR II/3
Johannes Martinson      |      VR II/3
Felix-Martin-Conrad Martma      |       VR II/3
Mihkel Martna      |      VR III/2
Einar Isakki Marttinen      |      VR II/3, II/3
Andrei Maruste      |      VR II/3
Joann Masik      |      VR I/3
Indrek Masti      |      VR II/3
Ādolfs Māziņš      |      VR II/3
Ants Matsalo      |      VR II/3
Jaan Matson      |      VR II/3
Enn Mattus      |      VR II/3
Ignacy Hugo Matuszewski      |       VR I/3
Konstantin Meel      |      VR I/3
Juhan Meeme      |      VR II/3
Aleksander Meerpuu      |      VR II/3
Märt Meet      |      VR II/3
Eduard Meidla      |      VR II/3
Teodor-Rudolf Meidla      |      VR II/3
Zigfrīds Anna Meierovics      |       VR III/1
Eduard Meijel      |      VR II/3
Ronald Forbes Meiklejohn      |       VR III/3
Tõnis Meiner      |      VR II/3
Kristjan Meister      |      VR II/3
Johannes Mekler      |      VR II/3
Jānis Mekšs      |      VR II/3
Aleks-Henn Melts      |      VR II/3
Eduard-Kristjan Melts      |      VR I/3
Peeter Meltsas      |      VR II/3
Wilhelm Mend      |      VR I/3
Karl Menning      |      VR III/2
Valev Mere      |      VR I/3
Jaan Merela      |      VR II/3
Priidu Meremaa      |      VR II/3
Mihkel Meris      |      VR II/3
Voldemar Mesi      |      VR II/3
Aleksander Mets      |      VR II/3
Jaan Mets      |      VR II/3
Juhan Metsalu      |      VR II/3
Eero Miettinen      |      VR II/3
Jānis Miglavs      |      VR I/2
Rudolf Mihk      |      VR II/3
Eustaatius Miido      |      VR II/3
Karl miil      |      VR II/3
Arnold-Michail Mikker      |      VR II/3
Kustav Mikli      |      VR II/3
Jaan Milistfer      |      VR II/3
Hans Miller      |      VR II/3
Reinhold Miller      |      VR II/3
Alexandre Millerand      |      VR III/1
Johan Millistfer      |      VR II/3
Andres Mirka      |      VR II/3
Jakob Mitt      |      VR II/3
Johann Mitt      |      VR I/3
Johann Mitt      |      VR II/3
Karla Mitt      |      VR I/3
Osvald-Kristjan Mitt      |      VR I/3
Semjon Mohov      |      VR II/3
Bernhard-Johannes Moik      |       VR I/3
August Moks      |      VR I/3
Voldemar Moor      |      VR II/3
Harri Moora      |      VR II/3
Paul Moorits      |      VR II/3
Eduard Moorlat      |      VR I/3
Adam Morel      |      VR I/3
Samuel Eliot Morison      |      VR III/2
Rudolf Muide      |      VR II/3
Jaan Muinasmaa      |      VR II/3
Jüri Muldau      |      VR II/3
Nicolai-Heinrich-Carl-Amandus Muldau      |       VR II/3
Magnus Muldma      |      VR II/3
Raiu Mullari      |      VR II/3
Michail-Johann Mullart      |       VR II/3
Heinrich-Eduard Multer      |       VR I/3
Jakob Munner      |      VR II/3
Gothards Vilhelms Nikolajs Munters      |       VR I/3
Jaan Murde      |      VR II/3
Leopold Murelik      |      VR II/3
August Murumaa      |      VR II/3
Johannes-Eduard Murumägi      |       VR II/3
Benito Amilcare Andrea Mussolini      |       VR III/1
Magnus Must      |      VR II/3
Artur Mutli      |      VR I/3
Aleksander Muts      |      VR II/3
Johannes-Friedrich Muts      |       VR II/3
Viktor Mutt      |      VR I/2
Mihkel Muul      |      VR II/3
Peeter Mõtsur      |      VR II/3
Aleksander Mõttus      |      VR II/3
Johann Mõttus      |      VR II/3
Martin-Johannes Mäepõld      |       VR II/3
Valdo Mäeste      |      VR I/3
August-Johannes Mägi      |      VR II/3
Evald Mägi      |      VR I/3
Juhan Mägi      |      VR II/3
Jakob Mähar      |      VR II/3
Vilho Mäki      |      VR II/3
Aino Mälkönen      |      VR II/3
Hugo Mänd      |      VR II/3
Johannes Mänd      |      VR II/3
Julius Mänd      |      VR II/3
Mihkel Mänd      |      VR I/3
Oskar Mänd      |      VR II/3
Karl-Georg Mändmets      |      VR II/3
Karl-Eduard Mändoja      |      VR II/3
August Männik      |      VR II/3
Eduard Männik      |      VR II/3
Elmar-Friedrich Männik      |       VR II/3
Jaan Männik      |      VR II/3
Johannes Männik      |      VR II/3
Otto Männik      |      VR II/3
Villem Männik      |      VR I/3
August Männiste      |      VR II/3
Jaan Märtson      |      VR II/3
Jaan Mätas      |      VR II/3
Arnold-Ervin Mätlik      |      VR II/3
Rudolph-Alexander Möllerson      |       VR I/3
Theodor Mölter      |      VR II/3
Paul-Ferdinand Mühlverk      |       VR I/3
Karl-Emil-Hans Müller      |       VR II/3
Elmar Müllerson      |      VR II/3
Juhan Müllerson      |      VR I/2
Paul Müür      |      VR II/3
Aleksander Müürik      |      VR II/3
Aleksander Zygmunt Myszkowski      |       VR I/3
Jaan Naaris      |      VR II/3
Kaarel Naarits      |      VR I/3
Aleksander-Leopold Naaskel      |       VR II/3
Jüri Naelaste      |      VR II/3
Voldemar Naistem      |      VR II/3
Johannes Naska      |      VR II/3
Jaan Naumann      |      VR II/3
Jaan Neem      |      VR II/3
Emil-Heinrich Neemre      |      VR II/3
Hans Neerut      |      VR II/3
Edgar-Richard Neggo      |      VR I/3
Arnold Neigardt      |      VR II/3
Eduard-Jakob Neps      |      VR II/2, I/3, II/3
Elmar Nerep      |      VR II/3
Alfred-Julius Nestra      |      VR I/3, II/3
Michel Edouard Nicaise      |      VR III/3
Arthur-Hemming Nieminen      |       VR II/3
Aleksander Niggol      |      VR II/3
Arnold Niggol      |      VR II/3
Jüri Nigul      |      VR II/3
Hugo Nigulas      |      VR II/3
Peeter Niimeister      |      VR II/3
Evart Niit      |      VR II/3
Heino Niitme      |      VR II/3
Erik-Friedrich-Georg Nikolai      |       VR II/3
Ville Niskanen      |      VR I/3
Paul-Eduard Nool      |      VR II/3
Aleksander-Mihkel Normak      |       VR II/3
Arnold-Reinhard Normak      |       VR II/3
Otto-Lembit Normak      |       VR II/3
Johannes-Theodor Norman      |       VR II/3
Karl Holger Athniel Norme      |       VR II/3
Jaan Normet      |      VR II/3
August-Ulrich Nukk      |      VR II/3
Gustav Nurklik      |      VR II/3
Otto Nurmberg      |      VR II/3
Juhan Nutt      |      VR II/3
Jaan Nuut      |      VR II/3
Villem Nuut      |      VR II/3
Aleksander Nõgu      |      VR I/3
Johannes Nõmme      |      VR II/3
Martin Nõmmik      |      VR II/3
Mihkel Nõmmik      |      VR II/3
Bernhard Nõu      |      VR II/3
Aleksander Näripea      |      VR II/3
August Närska      |      VR II/3
Erich-Bernhard Oehren      |      VR II/3
Mihkel Ohak      |      VR II/3
Otto Oidermann      |      VR II/3
Otto-Voldemar Oit      |      VR II/3
Ragnar Rafael Oivo      |      VR II/3
Andreas Oja      |      VR II/3
Jaan Oja      |      VR I/3
Tõnis Ojakäär      |      VR I/3
Aleksander Ojamaa      |      VR II/3
Aleksander Ojamaa      |      VR II/3
Aleksander Ojangu      |      VR II/3
Heikki August Ojansuu      |      VR I/3
Albert Ojasoon      |      VR I/3
Ulrich-August Ojasson      |      VR I/3
Eduard Ojaste      |      VR II/3
Märt Oksaar      |      VR II/3
Hugo Karl Olander      |      VR II/3
Friedrich-Alfred Olbrei      |       VR I/3
Johannes-Adelbert Oldekop      |       VR II/2, II/3
Jaan Olev      |      VR II/3
Vassili Oll      |      VR II/3
Johannes Ollmann      |      VR II/3
Caroline Olsen      |      VR I/3
Heino Onni      |      VR II/3
Anton Oopkaup      |      VR II/3
Søren Christian Opffer      |      VR II/3
Rūdolfs Voldemārs Opmanis      |       VR II/3
Johannes Orasmaa      |      VR I/2, II/3
Jaagub-Rudolf Orasmäe      |      VR II/3
August Orav      |      VR II/2, II/3
August-Karl Orav      |      VR II/3
Gustav Orav      |      VR II/3
Juhan Orav      |      VR II/3
Jaan Org      |      VR I/3
Martin Orgo      |      VR II/3
Arnold-Rudolf Orik      |      VR II/3
Jaan Orle      |      VR II/3
Karl-Voldemar Ormesson      |       VR I/3
Märt-Villem-Hendrik Orumets      |       VR II/3
Eduard Oskar      |      VR II/3
Johann Ostrat      |      VR I/3
Johannes Ostrat      |      VR II/3
Mihkel Ostrov      |      VR I/2
August Ots      |      VR II/3
Jüri Ots      |      VR I/3
Tavid Otsa      |      VR II/3
Arnold Otsing      |      VR II/3
Osvald Otsing      |      VR II/3
August Ottenson      |      VR II/3
Johan Ottep      |      VR II/3
Peeter Otti      |      VR II/3
Jakob Paabusk      |      VR II/3
Johan-Voldemar Paal      |      VR II/3
Jaan Paap      |      VR II/3
Mikko Teodor Paavilainen      |       VR II/3
Herman Paesüld      |      VR II/3
Robert-Michail-Johann Paff      |       VR II/3
August Pagar      |      VR II/3
Johannes Pagar      |      VR II/3
Aleksander-Eduard Pahkla      |       VR I/3
Eduard-Alexander Pahv      |       VR II/3
August Paia      |      VR II/3
Paul Painlevé      |      VR III/1
Evald-Leopold Pajos      |      VR I/3
August Pajula      |      VR II/3
Aleksander Pajur      |      VR II/3
Kristjan Pajusaar      |      VR II/3
Oskar Pajusoo      |      VR II/3
Andrei Pajuste      |      VR II/3
August Pakk      |      VR II/3
Osvald Pakkas      |      VR II/3
Aleksander Paldrok      |      VR I/2
Albrecht Palginõmm      |      VR II/3
Aleksander Pall      |      VR II/3
Hendrik Pallandi      |      VR I/3
Leonhard-Hermann Pallon      |       VR II/3
Aleksander Palm      |      VR II/3
Priidik Palm      |      VR II/3
Richar-Theodor Palm      |      VR I/3
Aleksander Palmet      |      VR II/3
Peeter Palmiste      |      VR II/3
Eino Armas Palmu      |      VR II/3
Karl Alfred Paloheimo      |      VR I/2
Johannes Pals      |      VR I/3
Aleksander-Georg Paltson      |       VR II/3
Oskar Palu      |      VR I/3, II/3
Rudolf Panksepp      |      VR II/3
Enn Parel      |      VR II/3
Jaan Parkja      |      VR II/3
Joosep Parktal      |      VR II/3
Karl Parras      |      VR II/3
Mart Parrol      |      VR II/3
Aleksander Parts      |      VR II/3
Gustav Parts      |      VR II/3
Karl Parts      |      VR I/1, II/2, II/3
Alfred-Karl-Johann Parval      |       VR I/3
Oskar Parvet      |      VR II/3
Karl Parving      |      VR II/3
Teodor Pass      |      VR II/3
Gustav-Aleksander Pastak      |       VR II/3
Joann Pattak      |      VR II/3
Karl-August-Ferdinand Paulsen      |       VR II/3
Karl-Aleksander Paulus      |       VR II/3
Eduard Paurman      |      VR II/3
Karl Pavel      |      VR II/3
Karl Pechter      |      VR II/3
Jaan Pedaja      |      VR II/3
Ants Pedak      |      VR I/3
Tõnis Pedak      |      VR II/3
Valter Pedak      |      VR II/3
Aleksander Pedius      |      VR II/3
Friedrich Pedosk      |      VR II/3
Oskar Pedosk      |      VR II/3
Eerik Peebus      |      VR II/3
Mihail Peedimaa      |      VR II/3
Martin Peelman      |      VR II/3
Paul Peerna      |      VR II/3
August Peet      |      VR III/1
Johan Peet      |      VR II/3
Johan Pehka      |      VR II/3
Johannes Peistik      |      VR I/3
Emil Pekkanen      |      VR II/3
Mikko Pelanen      |      VR II/3
Joann Pelberg      |      VR II/3
Kārlis Eduards Pencis      |      VR II/3
Johan Pendis      |      VR II/3
Mārtiņš Peniķis      |      VR I/2
Johannes Pennar      |      VR II/3
Johannes Pensa      |      VR II/3
August Pent      |      VR II/3
Jaan Pent      |      VR II/3
Mihkel Pent      |      VR II/3
Jüri Penter      |      VR II/3
Paul-Harry Pentre      |      VR I/3
Aleksander Penu      |      VR II/3
Mihhail Pere      |      VR II/3
Comte Emmanuel de Peretti de la Rocca      |      VR III/1
Johannes Perk      |      VR II/3
Harald Perli      |      VR I/3
Arthur Perna      |      VR I/3
Lauri Immanuel Pesonen      |      VR II/3
Albert Pesur      |      VR III/3
Henri Philippe Pétain      |      VR I/1
Romeo-Paul-Eduard Peterhoff      |       VR I/3
Albert Peters
VR II/3
Peeter Peters
VR II/3
Nikolai Peterson
VR I/3
Tõnis-Voldemar Peterson      |       VR I/3
Arvīds Pētersons
VR II/3
Edgar-Valentin Philips
VR II/3
Armand-Friedrich Pihelgas      |       VR II/3
Martti Aleksander Pihkala      |       VR I/3
Aleksander Pihlak
VR II/3
Alfred Pihlak
VR II/3
Eduard-Ferdinand Pihlak      |       VR I/2
Rudolf Piho
VR I/3
Richard Piibeleht
VR II/3
Mihkel Piilmann
VR II/3
Ants Piip
VR III/1
Nikolai Piip
VR II/3
Johan Piir
VR II/3
Rudolf Piir
VR I/3
Aleksander Pikat
VR II/3
Jüri Pikberg
VR II/3
Heinrich Pilden
VR II/3
Voldemar Pilli
VR II/3
Józef Klemens Piłsudski
VR I/1, III/1
Anton Pilve
VR II/3
Siegfried-Theodor-Leopold Pinding      |      VR I/2, II/2
Friedrich-Karl Pinka
VR I/3, II/3
Herbert-Karl Pinka
VR I/3, II/3
Karl-Julius Pinka
VR II/3
Mihkel Piperal
VR I/3
Tadeuz Ludwik Piskor
VR I/3
Johannes-August Pistmann      |       VR II/3
August-Andreas Pitka      |       VR I/3
Johan Pitka      |      VR I/1
Peeter Plado
VR II/3
Johannes Plaks
VR I/3
Bernhard Plakso
VR II/3
Karl Plink
VR II/3
Jakob Ploom
VR II/3
August Pobol
VR I/3
Karl Podrätsik
VR II/3
Kyllikki Pohjala
VR I/3
Raymond Poincaré
VR III/1
August Poka
VR II/3
August Pokkatz
VR III/3
Oskar Pollisinski
VR II/3
Jakob Polluks
VR II/3
Jakob Pommer
VR II/3
Arvid Ponsi
VR I/3
Alfred Pontak
VR II/3
Otto Pontus
VR II/3
Georgi Poolak
VR II/3
Johannes Poolmann
VR II/3
Johannes Poopuu
VR I/2, II/2
Anton Porgand
VR II/3
Anton Pori
VR II/3
Paul Porre
VR II/3
Jaan Poska
VR III/1
Richard Potter
VR II/3
Paul Praks
VR II/3
Prantsuse tundmatu sõdur      |       VR I/1
Jaan Praosk
VR II/3
Aarne Prees
VR II/3
Jakob Prei
VR I/3
Kārlis Priedītis
VR II/3
Paul-Johannes Priggo      |       VR II/3
Oskar-Johannes Priima      |       VR II/3
Paul Priks      |      VR II/3
Jüri Printsmann      |      VR II/3
Jüri Priske      |      VR II/3
Johan Hjalmar Fredrik Procopé      |       VR III/1
Stefan Józef Leon Przeździecki      |       VR III/2
Kaarel Pruul      |      VR II/3
Karl-Robert Pruul      |      VR II/3
Joosep Pruun      |      VR I/3
Heinrich Puidak      |      VR II/3
Anton Pukse      |      VR II/3
Richard Puksov      |      VR II/3
Johannes Pukspuu      |      VR II/3
Aleksander-Voldemar Pulk      |       VR I/2
Karl Pung      |      VR II/3
Juhan Purga      |      VR II/3
Johann Puskar      |      VR I/3
Viktor-Hugo Puskar      |      VR I/1
Rudolf Puss
VR II/3
Kaarel-Robert Pusta
VR III/1
Oskar-Johannes Puusepp      |       VR II/3
Jaan Puusild
VR I/3
Eduard-Johannes Puustus      |       VR II/3
Ernst-Johannes Põdder
VR I/1
Alfred-Alexander Põder      |       VR II/3
Voldemar Põder 
VR II/3
Kristjan Põhako
VR II/3
Villem Põldoja
VR II/3
Nikolai Põlendik
VR II/3
Evert-Valentin Põllu
VR II/3
Anton Põlme
VR II/3
August Päid
VR I/3
Johannes Päll
VR II/3
Kotlep Pärg
VR I/3
Rein Pärg
VR I/3
Ado Pärn
VR II/3
Jaan Pärn
VR II/3
Juhan Pärn
VR II/3
Magnus-Evald Pärn
VR II/3
Heinrich-Leopold-Voldemar Pärnapuu      |      VR II/3
August Pärnasalu
VR II/3
Johan Pärnits
VR II/3
Aleksander Pärtels
VR II/3
Jaan Päsna
VR II/3
Konstantin Päts
VR I/1, III/1
Peeter Päts
VR I/3
Voldemar Päts
VR III/2
Jaan Pääsuke
VR II/3
Paul Emil Påhlsson
VR II/3, II/3
Alexander-Rudolf Püss
VR II/3
Anton-Richard Püss
VR II/3
Jaan Pütt
VR II/3
Harold Barlow Quarton      |       VR III/3
Jaagup Raadik
VR II/3
Arthur-Emil Raag
VR II/3
Heinrich Raam
VR II/3
Jaan Raamot
VR III/1
Pēteris Voldemārs Radziņš      |       VR I/2
Jako Rae
VR II/3
Aleksander Rahe
VR II/3
Eero Akseli Rahola
VR II/3
Mart Rahumaa
VR II/3
Herbert-Voldemar Raidna      |       VR II/3
Anton Raik
VR II/3
Gustav Rajala
VR II/3
Johann-Albert Rajande
VR II/3
Karl Rajatamm
VR II/3
Jaan Rako
VR II/3
Kārlis Voldemārs Ramats      |       VR I/2
Bruno Rammo
VR II/3
Karl Rand
VR II/3
Adam Randalu
VR I/3
Arand Randes
VR II/3
Aleksander Randla
VR II/3
Jüri Randla
VR I/3
Juhan Randlepp
VR II/3
Johannes Randmaa
VR II/3
Voldemar Randmets
VR II/3
Eduard Randmäe
VR II/3
Vibhaji Ranjitsinhji
VR III/1
Eerik Rannastu
VR II/3
Teodor Rannik
VR II/3
Johannes Rannus
VR II/3
Jakob Rass
VR II/3
Himot Rassi
VR II/3
Georgi Razumov
VR I/3
Maciej Rataj
VR III/1
Jüri-Robert Ratassepp
VR I/3, II/3
Leo-Aleksander Ratassepp      |       VR II/3
August Ratiste
VR II/3
Edgars Ratnieks
VR II/3
Hugo-Gottfried Raud
VR II/3
Johannes-Aleksander Raud      |       VR I/3
Mihkel Raudjas
VR II/3
Jaan Raudkivi
VR II/3
Villem Raudkivi
VR II/3
Johannes Raudmäe
VR II/3
Osvald Raudne
VR I/3
Hans Raudsepp
VR II/3
Jaan Raudsepp
VR II/3
Jaan Raudsepp
VR II/3
Peeter Raudsepp
VR II/3
Rudolf Raudsepp
VR I/3
August Raudsoo
VR II/3
Oskar-Aleksander Raudvere      |       VR I/3
Johannes-Julius Raun
VR II/3
Otto-Friedrich Raun
VR II/3
Paul-Vilhelm Raus
VR I/3
Lauri Kustaa Waldemar Rautanen      |       VR I/3
Juhan Rautsma
VR III/3
August Rebane
VR II/3
Hans Rebane
VR II/3
Richard Rebane
VR II/3
Daniel Rebase
VR II/3
Arnold-Johannes Rebast      |       VR II/3
Hermann Rebina
VR II/3
Georg-August Reder
VR I/3
August Reeben
